"","vehicle_make","vehicle_model","vehicle_year","vehicle_colour","vehicle_value","occurred_date","reported_date","weekday","recovered","year","theft_year"
"206","TOYT","TAC",2018,"GRY",0,"9/7/2022 4:00:00 AM","9/7/2022 4:00:00 AM","Wed","N",2022,2022
"207","TESL","YGE",2022,"BLK",0,"12/17/2022 5:00:00 AM","12/19/2022 5:00:00 AM","Sat","N",2022,2022
"208","HYUN","TUC",2017,"BLK",0,"11/12/2022 5:00:00 AM","11/11/2022 5:00:00 AM","Fri","Y",2022,2022
"209","TOYT","CBA",2011,"GRY",0,"11/11/2022 5:00:00 AM","11/12/2022 5:00:00 AM","Fri","Y",2022,2022
"210","HOND","UDY",2020,"RED",0,"5/31/2022 4:00:00 AM","6/4/2022 4:00:00 AM","Tue","N",2022,2022
"211","NISS","ROG",2016,"BLU",0,"10/6/2022 4:00:00 AM","10/7/2022 4:00:00 AM","Thu","Y",2022,2022
"212","HYUN","ACC",2016,"BRN",12000,"1/19/2023 5:00:00 AM","1/18/2023 5:00:00 AM","Wed","Y",2023,2023
"213","FORD","F35",0,"BLK",0,"4/6/2023 4:00:00 AM","4/6/2023 4:00:00 AM","Thu","Y",2023,2023
"214","JEEP","WUL",2021,"WHI",60000,"3/30/2023 4:00:00 AM","3/30/2023 4:00:00 AM","Thu","N",2023,2023
"215","CHEV","IMP",2017,"RED",0,"4/12/2018 4:00:00 AM","7/26/2018 4:00:00 AM","Thu","Y",2018,2018
"216","BMW","32I",2006,"GRY",8000,"8/1/2018 4:00:00 AM","8/1/2018 4:00:00 AM","Tue","N",2018,2018
"217",NA,NA,2014,"RED",0,"9/14/2018 4:00:00 AM","9/13/2018 4:00:00 AM","Thu","Y",2018,2018
"218","HOND","PIL",2016,"BLU",0,"11/25/2018 5:00:00 AM","11/25/2018 5:00:00 AM","Sun","N",2018,2018
"219","NISS","MUR",2004,"BLK",0,"3/14/2018 4:00:00 AM","3/14/2018 4:00:00 AM","Tue","Y",2018,2018
"220","NISS","ALT",2018,"WHI",0,"8/11/2018 4:00:00 AM","1/10/2019 5:00:00 AM","Sat","Y",2018,2018
"221","BMW","330X",2018,"BLK",0,"10/31/2018 4:00:00 AM","1/17/2019 5:00:00 AM","Wed","N",2018,2018
"222",NA,NA,0,"SIL",0,"7/29/2019 4:00:00 AM","7/28/2019 4:00:00 AM","Sun","N",2019,2019
"223","TOYT","HIG",2018,"RED",0,"7/24/2019 4:00:00 AM","7/25/2019 4:00:00 AM","Wed","Y",2019,2019
"224","HYUN","SGL",2007,"BLU",0,"12/8/2019 5:00:00 AM","12/12/2019 5:00:00 AM","Sun","Y",2019,2019
"225","TOYT","SIE",2009,"GRY",0,"12/1/2019 5:00:00 AM","12/1/2019 5:00:00 AM","Sun","Y",2019,2019
"226",NA,NA,0,NA,0,"11/16/2019 5:00:00 AM","11/16/2019 5:00:00 AM","Sat","N",2019,2019
"227","HOND","CRV",2018,"BLU",0,"7/25/2019 4:00:00 AM","7/25/2019 4:00:00 AM","Wed","N",2019,2019
"228","TOYT","MAT",2012,"GRY",0,"10/10/2019 4:00:00 AM","10/10/2019 4:00:00 AM","Thu","Y",2019,2019
"229","HINO","CIN",2019,"WHI",0,"11/2/2019 4:00:00 AM","11/2/2019 4:00:00 AM","Sat","N",2019,2019
"230",NA,NA,0,"BLKRED",0,"3/19/2019 4:00:00 AM","3/19/2019 4:00:00 AM","Tue","N",2019,2019
"231","BOCT","T450",2019,"REDWHI",0,"10/6/2019 4:00:00 AM","2/14/2020 5:00:00 AM","Sun","Y",2019,2019
"232","CHEV","CRU",2001,"BLK",0,"5/20/2019 4:00:00 AM","5/28/2019 4:00:00 AM","Mon","Y",2019,2019
"233","TOYT","UCS",2007,"BLK",0,"11/29/2019 5:00:00 AM","11/28/2019 5:00:00 AM","Thu","Y",2019,2019
"234","HOND","PIL",2017,"BLK",0,"7/5/2019 4:00:00 AM","7/5/2019 4:00:00 AM","Thu","N",2019,2019
"235","BOCT","T450",2019,"REDWHI",0,"10/6/2019 4:00:00 AM","10/7/2019 4:00:00 AM","Sun","Y",2019,2019
"236","GMC","SIE",2010,"GRY",12000,"6/30/2019 4:00:00 AM","7/1/2019 4:00:00 AM","Sun","Y",2019,2019
"237","CHEV","CRU",2017,"GRY",0,"3/17/2019 4:00:00 AM","4/8/2019 4:00:00 AM","Sun","Y",2019,2019
"238","VOLK",NA,2018,"WHI",0,"5/24/2019 4:00:00 AM","5/28/2019 4:00:00 AM","Fri","N",2019,2019
"239","CHEV","SUB",2019,"BLK",0,"2/9/2019 5:00:00 AM","2/25/2019 5:00:00 AM","Sat","Y",2019,2019
"240","CHEV","AVE",2010,"BLU",0,"6/13/2020 4:00:00 AM","6/13/2020 4:00:00 AM","Sat","Y",2020,2020
"241","FORD","FOC",2012,"BLK",0,"3/1/2020 5:00:00 AM","3/1/2020 5:00:00 AM","Sun","Y",2020,2020
"242","TOYT","TAC",2018,"GRY",34400,"12/1/2020 5:00:00 AM","12/1/2020 5:00:00 AM","Tue","N",2020,2020
"243","LEXS","RX3",2018,"GRY",0,"11/11/2020 5:00:00 AM","11/11/2020 5:00:00 AM","Wed","N",2020,2020
"244","LEXS",NA,2019,"SIL",0,"6/4/2020 4:00:00 AM","6/4/2020 4:00:00 AM","Wed","Y",2020,2020
"245","TOYT","TAC",2016,"GRY",0,"11/7/2020 5:00:00 AM","11/7/2020 5:00:00 AM","Fri","N",2020,2020
"246","VOLK","2VE",2006,"BLU",0,"4/6/2020 4:00:00 AM","4/6/2020 4:00:00 AM","Mon","Y",2020,2020
"247","LEXS","RX35",2018,"BLU",0,"11/11/2020 5:00:00 AM","11/11/2020 5:00:00 AM","Tue","N",2020,2020
"248","TOYT","TUN",2010,"RED",0,"2/15/2020 5:00:00 AM","2/29/2020 5:00:00 AM","Sat","Y",2020,2020
"249","TOYT","4RN",2018,"WHI",0,"9/16/2020 4:00:00 AM","9/16/2020 4:00:00 AM","Wed","N",2020,2020
"250","LEXS","NX",2019,"WHI",60000,"7/1/2020 4:00:00 AM","7/1/2020 4:00:00 AM","Tue","N",2020,2020
"251","TOYT","PRV",2018,"BLU",25000,"5/5/2020 4:00:00 AM","5/5/2020 4:00:00 AM","Mon","Y",2020,2020
"252","LEXS","RX5",0,"WHI",0,"12/1/2020 5:00:00 AM","12/1/2020 5:00:00 AM","Tue","N",2020,2020
"253","DODG","R25",2007,"SIL",0,"10/13/2020 4:00:00 AM","10/13/2020 4:00:00 AM","Mon","N",2020,2020
"254","LEXS","GS3",2015,"WHI",0,"7/18/2020 4:00:00 AM","7/19/2020 4:00:00 AM","Sat","N",2020,2020
"255","HYUN","EGM",2012,"BRZ",0,"12/23/2020 5:00:00 AM","12/23/2020 5:00:00 AM","Wed","Y",2020,2020
"256","DODG","CVN",2016,"WHI",0,"12/2/2020 5:00:00 AM","12/2/2020 5:00:00 AM","Wed","Y",2020,2020
"257","SUBA",NA,2006,"SIL",0,"11/9/2020 5:00:00 AM","11/9/2020 5:00:00 AM","Mon","Y",2020,2020
"258","JEEP","PAT",2012,"BLK",0,"12/13/2020 5:00:00 AM","12/14/2020 5:00:00 AM","Sun","Y",2020,2020
"259","VOLK","TIG",2020,"GRY",0,"2/5/2021 5:00:00 AM","2/5/2021 5:00:00 AM","Fri","Y",2021,2021
"260","TOYT","RAV",2021,"BLU",0,"11/28/2021 5:00:00 AM","11/29/2021 5:00:00 AM","Sun","Y",2021,2021
"261","TOYT","HIG",2018,"RED",0,"8/18/2021 4:00:00 AM","8/18/2021 4:00:00 AM","Tue","N",2021,2021
"262","VOLK","JET",2013,"BLK",0,"8/14/2021 4:00:00 AM","8/14/2021 4:00:00 AM","Sat","Y",2021,2021
"263","FORD","F15",0,"BLK",0,"11/28/2021 5:00:00 AM","11/28/2021 5:00:00 AM","Sun","N",2021,2021
"264","TOYT","HIG",2018,"BLK",0,"2/23/2021 5:00:00 AM","2/23/2021 5:00:00 AM","Tue","N",2021,2021
"265","TOYT","HIG",0,"RED",0,"2/23/2021 5:00:00 AM","2/23/2021 5:00:00 AM","Mon","N",2021,2021
"266","SUBA","CRO",2016,"BLK",0,"3/12/2021 5:00:00 AM","3/11/2021 5:00:00 AM","Thu","Y",2021,2021
"267","HYUN","ETO",2009,"SIL",0,"6/5/2021 4:00:00 AM","6/5/2021 4:00:00 AM","Sat","Y",2021,2021
"268","LEXS",NA,2017,"RED",0,"10/17/2021 4:00:00 AM","10/18/2021 4:00:00 AM","Sun","N",2021,2021
"269","TOYT","HIG",2019,"GRY",0,"8/17/2021 4:00:00 AM","8/18/2021 4:00:00 AM","Tue","N",2021,2021
"270","LEXS","RX3",0,"WHI",0,"10/16/2021 4:00:00 AM","10/17/2021 4:00:00 AM","Sat","N",2021,2021
"271","TOYT","HIG",2019,"RED",60000,"2/21/2021 5:00:00 AM","2/21/2021 5:00:00 AM","Sun","N",2021,2021
"272","BMW",NA,2013,"WHI",0,"11/8/2021 5:00:00 AM","11/8/2021 5:00:00 AM","Sun","Y",2021,2021
"273","LEXS",NA,2016,"GRY",0,"10/17/2021 4:00:00 AM","10/18/2021 4:00:00 AM","Sun","N",2021,2021
"274","TOYT","TIM",2017,"BLU",15000,"10/25/2021 4:00:00 AM","10/25/2021 4:00:00 AM","Mon","Y",2021,2021
"275","HOND","UDY",2017,"GRY",0,"11/3/2021 4:00:00 AM","11/3/2021 4:00:00 AM","Wed","Y",2021,2021
"276","TOYT","HIG",2018,"WHI",0,"2/21/2021 5:00:00 AM","2/21/2021 5:00:00 AM","Sun","N",2021,2021
"277","TOYT","HIG",2017,"BLK",0,"11/19/2021 5:00:00 AM","11/19/2021 5:00:00 AM","Fri","Y",2021,2021
"278","HYUN","R3G",2021,"BLK",0,"3/22/2021 4:00:00 AM","3/22/2021 4:00:00 AM","Sun","Y",2021,2021
"279","LEXS","NXT",2019,"WHI",0,"9/25/2021 4:00:00 AM","9/25/2021 4:00:00 AM","Fri","Y",2021,2021
"280","TOYT","HIG",0,"BLK",0,"8/18/2021 4:00:00 AM","8/18/2021 4:00:00 AM","Tue","N",2021,2021
"281","HOND","CTU",2018,"WHI",0,"8/31/2021 4:00:00 AM","9/1/2021 4:00:00 AM","Tue","Y",2021,2021
"282","CHEV","ISS",2008,"BLK",0,"11/1/2021 4:00:00 AM","11/5/2021 4:00:00 AM","Sun","Y",2021,2021
"283","CHEV","SLV",2022,"BLU",50000,"12/6/2021 5:00:00 AM","12/6/2021 5:00:00 AM","Mon","Y",2021,2021
"284","NISS",NA,2015,"BLU",0,"2/9/2021 5:00:00 AM","2/9/2021 5:00:00 AM","Tue","Y",2021,2021
"285","BMW","435",2016,"BLU",0,"11/30/2021 5:00:00 AM","11/30/2021 5:00:00 AM","Mon","N",2021,2021
"286","HOND",NA,2020,"GRY",0,"7/12/2022 4:00:00 AM","7/12/2022 4:00:00 AM","Tue","N",2022,2022
"287","HOND","PIL",2021,"GRY",0,"10/15/2022 4:00:00 AM","10/15/2022 4:00:00 AM","Sat","N",2022,2022
"288","TOYT","HIG",2022,"BLU",0,"9/7/2022 4:00:00 AM","9/7/2022 4:00:00 AM","Tue","Y",2022,2022
"289","TOYT","SOLA",2000,"SIL",2300,"3/9/2022 5:00:00 AM","3/9/2022 5:00:00 AM","Wed","Y",2022,2022
"290","TOYT","CAM",2000,"SIL",0,"2/27/2022 5:00:00 AM","2/27/2022 5:00:00 AM","Sun","Y",2022,2022
"291","CHEV","SLV",2019,"GRY",0,"4/21/2022 4:00:00 AM","4/21/2022 4:00:00 AM","Wed","Y",2022,2022
"292","LEXS","RX35",2019,"WHI",0,"11/27/2022 5:00:00 AM","11/27/2022 5:00:00 AM","Sat","N",2022,2022
"293","TOYT","HIG",2019,"GRY",52000,"9/3/2022 4:00:00 AM","9/3/2022 4:00:00 AM","Sat","N",2022,2022
"294","LNDR","RRV",2019,"BLK",0,"6/4/2022 4:00:00 AM","6/4/2022 4:00:00 AM","Sat","N",2022,2022
"295","HOND",NA,2020,"GRY",0,"5/23/2022 4:00:00 AM","5/23/2022 4:00:00 AM","Sun","N",2022,2022
"296","HOND","UDY",2022,"WHI",0,"7/28/2022 4:00:00 AM","7/28/2022 4:00:00 AM","Wed","N",2022,2022
"297","TOYT","HIG",2018,"BLK",0,"7/3/2022 4:00:00 AM","7/3/2022 4:00:00 AM","Sun","N",2022,2022
"298","HOND","T75",2004,"BLK",3000,"6/19/2022 4:00:00 AM","6/19/2022 4:00:00 AM","Sun","Y",2022,2022
"299","RADP","2021",0,NA,0,"8/15/2022 4:00:00 AM","8/15/2022 4:00:00 AM","Mon","N",2022,2022
"300","HOND","CRV",2021,"BLK",0,"9/8/2022 4:00:00 AM","9/9/2022 4:00:00 AM","Thu","N",2022,2022
"301","HOND",NA,2022,"WHI",0,"7/28/2022 4:00:00 AM","7/28/2022 4:00:00 AM","Wed","N",2022,2022
"302","LEXS","RX5",2016,"GRY",0,"8/31/2022 4:00:00 AM","8/31/2022 4:00:00 AM","Wed","Y",2022,2022
"303","HYUN","SAN",2013,"GRY",0,"9/28/2022 4:00:00 AM","9/28/2022 4:00:00 AM","Wed","Y",2022,2022
"304","HOND","UDY",2021,"RED",0,"12/2/2022 5:00:00 AM","12/2/2022 5:00:00 AM","Fri","N",2022,2022
"305","HOND","CIV",2011,"BLU",5000,"9/15/2022 4:00:00 AM","9/15/2022 4:00:00 AM","Wed","Y",2022,2022
"306","HOND","UDY",2020,"SIL",0,"7/27/2022 4:00:00 AM","7/27/2022 4:00:00 AM","Tue","N",2022,2022
"307","FORD","TRA",2019,"WHI",0,"10/26/2022 4:00:00 AM","10/26/2022 4:00:00 AM","Wed","Y",2022,2022
"308",NA,NA,0,"BLK",12000,"1/16/2022 5:00:00 AM","1/16/2022 5:00:00 AM","Sat","Y",2022,2022
"309","TOYT","TAC",2021,"GRY",45000,"2/3/2022 5:00:00 AM","2/3/2022 5:00:00 AM","Wed","Y",2022,2022
"310","TOYT","HIG",2022,"GRY",0,"12/18/2022 5:00:00 AM","12/18/2022 5:00:00 AM","Sun","N",2022,2022
"311",NA,NA,0,"BLU",0,"10/25/2022 4:00:00 AM","10/26/2022 4:00:00 AM","Mon","N",2022,2022
"312","AUDI","4QP",2014,"BLK",0,"2/13/2022 5:00:00 AM","2/13/2022 5:00:00 AM","Sun","Y",2022,2022
"313","NISS","ATS",2011,"WHI",0,"12/17/2022 5:00:00 AM","12/17/2022 5:00:00 AM","Sat","N",2022,2022
"314","CHEV","SLV",2021,"BLK",0,"12/4/2022 5:00:00 AM","12/5/2022 5:00:00 AM","Sun","Y",2022,2022
"315","HOND",NA,2007,"BLK",4000,"4/3/2022 4:00:00 AM","4/3/2022 4:00:00 AM","Sun","Y",2022,2022
"316","LEXS","RX5",2008,"GRN",0,"4/6/2022 4:00:00 AM","4/6/2022 4:00:00 AM","Wed","Y",2022,2022
"317",NA,NA,0,"BLK",3500,"1/2/2023 5:00:00 AM","1/4/2023 5:00:00 AM","Mon","N",2023,2023
"318","ACUR","RDX",2021,"SIL",0,"3/25/2023 4:00:00 AM","3/25/2023 4:00:00 AM","Sat","Y",2023,2023
"319","DODG","R15",2022,"BLK",115000,"2/6/2023 5:00:00 AM","2/5/2023 5:00:00 AM","Sun","Y",2023,2023
"320","CHEV",NA,2020,"GRY",32000,"3/4/2023 5:00:00 AM","3/4/2023 5:00:00 AM","Sat","Y",2023,2023
"321","TOYT","RAV",2022,"GRY",0,"4/17/2023 4:00:00 AM","4/17/2023 4:00:00 AM","Mon","N",2023,2023
"322","TOYT","RAV",2021,"WHI",40000,"4/16/2023 4:00:00 AM","4/18/2023 4:00:00 AM","Sun","Y",2023,2023
"323","HOND","CRV",2013,"BLK",0,"5/8/2018 4:00:00 AM","5/9/2018 4:00:00 AM","Tue","N",2018,2018
"324","CASE","580S",0,"YEL",0,"8/17/2018 4:00:00 AM","8/29/2018 4:00:00 AM","Fri","N",2018,2018
"325","FORD",NA,2010,"RED",0,"9/12/2018 4:00:00 AM","9/12/2018 4:00:00 AM","Wed","Y",2018,2018
"326","TOYT","COA",2009,"BLK",0,"2/27/2018 5:00:00 AM","3/15/2018 4:00:00 AM","Tue","Y",2018,2018
"327","TOYT","4RN",2016,"WHI",0,"2/26/2018 5:00:00 AM","2/26/2018 5:00:00 AM","Sun","N",2018,2018
"328","MERZ","GL63",2015,"WHI",94000,"1/31/2018 5:00:00 AM","2/13/2018 5:00:00 AM","Wed","N",2018,2018
"329","BMW","20",2014,"BLK",0,"1/21/2018 5:00:00 AM","1/22/2018 5:00:00 AM","Sun","Y",2018,2018
"330","LNDR",NA,2016,"BLK",0,"1/11/2018 5:00:00 AM","3/4/2018 5:00:00 AM","Thu","N",2018,2018
"331","AUDI","AQ7",2007,"BLK",0,"1/3/2018 5:00:00 AM","1/3/2018 5:00:00 AM","Tue","N",2018,2018
"332","MERZ","C300",2014,"GRY",0,"7/11/2018 4:00:00 AM","7/11/2018 4:00:00 AM","Wed","Y",2018,2018
"333","HOND","CIV",2003,"SIL",0,"5/5/2018 4:00:00 AM","5/5/2018 4:00:00 AM","Fri","Y",2018,2018
"334","CHEV","MAL",2010,"SIL",0,"1/19/2018 5:00:00 AM","1/19/2018 5:00:00 AM","Fri","N",2018,2018
"335","TOYT","HIG",0,"WHI",0,"8/24/2018 4:00:00 AM","8/24/2018 4:00:00 AM","Thu","Y",2018,2018
"336","FORD","EXL",2014,"WHI",30000,"6/3/2018 4:00:00 AM","6/3/2018 4:00:00 AM","Sat","N",2018,2018
"337","HYUN","ELN",2004,"WHI",0,"9/21/2018 4:00:00 AM","10/9/2018 4:00:00 AM","Thu","Y",2018,2018
"338","GMC","SAV",2000,"WHI",1000,"4/18/2019 4:00:00 AM","5/10/2019 4:00:00 AM","Thu","Y",2019,2019
"339","MERZ",NA,2011,"WHI",0,"3/15/2019 4:00:00 AM","5/14/2019 4:00:00 AM","Fri","N",2019,2019
"340","HOND","CIV",0,"BLU",0,"8/13/2019 4:00:00 AM","9/6/2019 4:00:00 AM","Tue","N",2019,2019
"341","CHEV","SUB",2018,"GRY",0,"5/24/2019 4:00:00 AM","6/3/2019 4:00:00 AM","Fri","Y",2019,2019
"342","GMC","SAV",2006,"WHI",0,"3/9/2019 5:00:00 AM","3/9/2019 5:00:00 AM","Sat","Y",2019,2019
"343","HYUN","TUC",2016,"BLK",0,"12/14/2019 5:00:00 AM","12/14/2019 5:00:00 AM","Fri","Y",2019,2019
"344","HYUN",NA,2012,"GRY",0,"1/16/2019 5:00:00 AM","1/16/2019 5:00:00 AM","Tue","Y",2019,2019
"345","DODG","CVN",2010,"RED",0,"8/25/2019 4:00:00 AM","8/25/2019 4:00:00 AM","Sat","N",2019,2019
"346","AUDI",NA,2009,"BLK",0,"9/7/2019 4:00:00 AM","9/9/2019 4:00:00 AM","Sat","Y",2019,2019
"347","HYUN","ELN",2018,"BLK",0,"12/2/2019 5:00:00 AM","12/2/2019 5:00:00 AM","Mon","N",2019,2019
"348","ACUR","RSX",2005,"BLU",0,"2/24/2020 5:00:00 AM","8/24/2020 4:00:00 AM","Mon","N",2020,2020
"349","CHEV","EXP",2006,"WHI",4000,"1/11/2020 5:00:00 AM","1/13/2020 5:00:00 AM","Sat","N",2020,2020
"350","LEXS","RX35",2017,"GRY",0,"4/25/2020 4:00:00 AM","4/25/2020 4:00:00 AM","Fri","N",2020,2020
"351","LEXS",NA,2019,"BLK",0,"4/25/2020 4:00:00 AM","4/25/2020 4:00:00 AM","Sat","Y",2020,2020
"352","TOYT","HIG",2018,"BLK",0,"7/3/2020 4:00:00 AM","7/3/2020 4:00:00 AM","Thu","N",2020,2020
"353","LEXS","RX5",2019,"BLK",75000,"3/8/2020 5:00:00 AM","3/8/2020 5:00:00 AM","Sun","Y",2020,2020
"354","TOYT","HIG",0,"WHI",0,"9/30/2020 4:00:00 AM","9/30/2020 4:00:00 AM","Wed","N",2020,2020
"355","TOYT","HIG",2018,"GRY",0,"9/30/2020 4:00:00 AM","9/30/2020 4:00:00 AM","Tue","N",2020,2020
"356","VOLK","TIG",2011,"SIL",6000,"7/11/2020 4:00:00 AM","7/11/2020 4:00:00 AM","Sat","Y",2020,2020
"357","LEXS",NA,2017,"BLK",0,"3/7/2020 5:00:00 AM","3/8/2020 5:00:00 AM","Sat","N",2020,2020
"358","BMW","20X",2015,"BLU",0,"1/4/2020 5:00:00 AM","1/4/2020 5:00:00 AM","Sat","N",2020,2020
"359","TOYT","TAC",2017,"GRY",40000,"11/12/2021 5:00:00 AM","11/12/2021 5:00:00 AM","Fri","Y",2021,2021
"360","INFI","G35",2005,"BGE",0,"2/15/2021 5:00:00 AM","4/1/2022 4:00:00 AM","Mon","N",2021,2021
"361","TOYT","HIG",2019,"WHI",0,"8/11/2021 4:00:00 AM","8/11/2021 4:00:00 AM","Tue","N",2021,2021
"362","TOYT","HIG",2019,"WHI",0,"9/9/2021 4:00:00 AM","9/9/2021 4:00:00 AM","Thu","N",2021,2021
"363","ACUR","RDX",0,"SIL",0,"8/11/2021 4:00:00 AM","8/11/2021 4:00:00 AM","Wed","N",2021,2021
"364","TOYT","HIG",2017,"BLK",0,"3/5/2021 5:00:00 AM","3/5/2021 5:00:00 AM","Thu","N",2021,2021
"365","HOND",NA,2019,"GRY",0,"8/2/2021 4:00:00 AM","8/2/2021 4:00:00 AM","Mon","Y",2021,2021
"366","HYUN","ELN",2017,"BLK",0,"2/12/2021 5:00:00 AM","2/12/2021 5:00:00 AM","Thu","N",2021,2021
"367","JEEP","CHK",2016,"BLK",0,"9/19/2021 4:00:00 AM","9/19/2021 4:00:00 AM","Sat","N",2021,2021
"368","RAM","DUR",2021,"RED",0,"12/10/2022 5:00:00 AM","12/10/2022 5:00:00 AM","Sat","N",2022,2022
"369","HYUN","KONA",2021,"GRY",0,"2/5/2022 5:00:00 AM","2/5/2022 5:00:00 AM","Sat","Y",2022,2022
"370","JEEP","WRG",2021,"BLK",0,"11/13/2022 5:00:00 AM","11/13/2022 5:00:00 AM","Sun","N",2022,2022
"371","HOND","CRV",2021,"GRY",0,"7/12/2022 4:00:00 AM","7/12/2022 4:00:00 AM","Tue","Y",2022,2022
"372","JEEP","WRG",2020,"BLK",0,"9/28/2022 4:00:00 AM","9/28/2022 4:00:00 AM","Tue","N",2022,2022
"373","HOND",NA,2021,"WHI",0,"6/30/2022 4:00:00 AM","6/30/2022 4:00:00 AM","Thu","Y",2022,2022
"374","TOYT","HIG",0,"WHI",0,"11/27/2022 5:00:00 AM","11/27/2022 5:00:00 AM","Sun","N",2022,2022
"375","AUDI","AQ7",2021,"BLK",0,"6/3/2022 4:00:00 AM","6/14/2022 4:00:00 AM","Fri","Y",2022,2022
"376","ACUR","RDX",2021,"BLU",0,"11/28/2022 5:00:00 AM","11/28/2022 5:00:00 AM","Mon","N",2022,2022
"377","TOYT","HIG",2022,"GRY",0,"11/20/2022 5:00:00 AM","11/20/2022 5:00:00 AM","Sun","N",2022,2022
"378","HYUN","ION",2020,"BLK",0,"9/16/2022 4:00:00 AM","9/16/2022 4:00:00 AM","Fri","Y",2022,2022
"379","TOYT","HIG",2018,"GRY",0,"4/23/2022 4:00:00 AM","4/23/2022 4:00:00 AM","Sat","N",2022,2022
"380","LNDR","DEF",2020,"BLK",0,"4/13/2022 4:00:00 AM","4/13/2022 4:00:00 AM","Wed","N",2022,2022
"381","CHRY","30C",2016,"BLU",0,"5/19/2022 4:00:00 AM","5/21/2022 4:00:00 AM","Thu","N",2022,2022
"382","CHEV","IMP",2010,"BLU",0,"12/1/2022 5:00:00 AM","12/1/2022 5:00:00 AM","Wed","N",2022,2022
"383","TOYT","HIG",2020,"GRY",50000,"11/19/2022 5:00:00 AM","11/19/2022 5:00:00 AM","Fri","Y",2022,2022
"384","TOYT","HIG",2017,"WHI",0,"6/6/2022 4:00:00 AM","6/6/2022 4:00:00 AM","Mon","N",2022,2022
"385","AUDI","AA3",2015,"RED",0,"6/6/2022 4:00:00 AM","6/6/2022 4:00:00 AM","Mon","N",2022,2022
"386","LEXS",NA,2018,"GRY",0,"3/28/2022 4:00:00 AM","3/28/2022 4:00:00 AM","Mon","Y",2022,2022
"387","TOYT","RAV",2022,"WHI",50000,"10/21/2022 4:00:00 AM","10/21/2022 4:00:00 AM","Fri","Y",2022,2022
"388","DODG","JOU",2017,"BLK",0,"4/2/2023 4:00:00 AM","4/2/2023 4:00:00 AM","Sat","Y",2023,2023
"389","RAM","DUR",2021,"WHI",0,"1/19/2023 5:00:00 AM","1/19/2023 5:00:00 AM","Thu","N",2023,2023
"390","HOND","CIV",2007,"RED",0,"3/16/2023 4:00:00 AM","3/16/2023 4:00:00 AM","Thu","Y",2023,2023
"391","HOND","CXG",2011,"GRY",0,"3/13/2023 4:00:00 AM","3/14/2023 4:00:00 AM","Mon","Y",2023,2023
"392","INFI","GAW",0,"GRY",0,"3/29/2023 4:00:00 AM","4/1/2023 4:00:00 AM","Tue","N",2023,2023
"393","HOND","UAX",2019,"WHI",0,"4/10/2023 4:00:00 AM","4/10/2023 4:00:00 AM","Mon","Y",2023,2023
"394","DODG","R15",2007,"BLK",0,"3/4/2023 5:00:00 AM","3/4/2023 5:00:00 AM","Sat","N",2023,2023
"395","HOND","UAX",2019,"WHI",0,"4/10/2023 4:00:00 AM","4/10/2023 4:00:00 AM","Mon","Y",2023,2023
"396","TOYT","COA",0,"BLU",0,"4/10/2018 4:00:00 AM","4/9/2018 4:00:00 AM","Mon","Y",2018,2018
"397",NA,NA,2006,"BLKRED",0,"1/25/2018 5:00:00 AM","2/26/2018 5:00:00 AM","Thu","N",2018,2018
"398","HOND","CRV",2015,"BLK",0,"1/12/2018 5:00:00 AM","1/12/2018 5:00:00 AM","Thu","Y",2018,2018
"399","HOND","ACC",0,"GRN",0,"7/31/2019 4:00:00 AM","7/31/2019 4:00:00 AM","Tue","Y",2019,2019
"400","AUDI","AA4",2007,"BLK",0,"8/2/2019 4:00:00 AM","8/2/2019 4:00:00 AM","Thu","Y",2019,2019
"401","PONT","VIB",2006,"GRY",0,"12/14/2019 5:00:00 AM","12/14/2019 5:00:00 AM","Fri","Y",2019,2019
"402",NA,NA,0,NA,0,"6/13/2019 4:00:00 AM","6/13/2019 4:00:00 AM","Wed","N",2019,2019
"403","NISS","ALT",2018,"WHI",0,"7/27/2019 4:00:00 AM","7/26/2019 4:00:00 AM","Fri","Y",2019,2019
"404","TOYT","HIG",2019,"BLK",0,"8/21/2020 4:00:00 AM","8/21/2020 4:00:00 AM","Thu","N",2020,2020
"405","TOYT","TAC",2019,"GRY",45000,"6/2/2020 4:00:00 AM","6/3/2020 4:00:00 AM","Tue","Y",2020,2020
"406","CHRY","NE",2000,"RED",0,"4/17/2020 4:00:00 AM","4/18/2020 4:00:00 AM","Fri","Y",2020,2020
"407","TOYT","RAV",2009,"GRY",0,"6/24/2020 4:00:00 AM","6/29/2020 4:00:00 AM","Wed","N",2020,2020
"408","MERZ",NA,2017,"BLK",0,"10/21/2020 4:00:00 AM","10/21/2020 4:00:00 AM","Tue","N",2020,2020
"409","TOYT","RUN",2015,"WHI",0,"2/28/2021 5:00:00 AM","2/28/2021 5:00:00 AM","Sat","N",2021,2021
"410","NISS","ROG",0,NA,0,"2/28/2021 5:00:00 AM","2/28/2021 5:00:00 AM","Sat","Y",2021,2021
"411","VOLK","TIG",0,NA,0,"2/7/2021 5:00:00 AM","2/8/2021 5:00:00 AM","Sun","N",2021,2021
"412","LEXS","RX5",2017,"WHI",0,"2/28/2021 5:00:00 AM","2/28/2021 5:00:00 AM","Sat","N",2021,2021
"413","LEXS","NXT",2018,"GRY",0,"10/15/2021 4:00:00 AM","10/15/2021 4:00:00 AM","Thu","N",2021,2021
