"","vehicle_make","vehicle_model","vehicle_year","vehicle_colour","vehicle_value","occurred_date","reported_date","weekday","recovered","year","theft_year"
"678","HOND","CRV",2022,"WHI",0,"3/14/2023 4:00:00 AM","3/14/2023 4:00:00 AM","Tue","Y",2023,2023
"679","TOYT","RAV",2020,"RED",0,"4/12/2023 4:00:00 AM","4/13/2023 4:00:00 AM","Wed","N",2023,2023
"680","HOND","CIV",2015,"RED",0,"9/4/2018 4:00:00 AM","9/7/2018 4:00:00 AM","Tue","Y",2018,2018
"681","TOYT","COA",2007,"GRY",0,"3/24/2018 4:00:00 AM","3/24/2018 4:00:00 AM","Fri","Y",2018,2018
"682","TOYT","SR5",2009,"BLK",0,"10/9/2018 4:00:00 AM","10/10/2018 4:00:00 AM","Tue","N",2018,2018
"683","CHEV","EXP",2007,"WHI",0,"10/13/2018 4:00:00 AM","10/13/2018 4:00:00 AM","Sat","Y",2018,2018
"684","CHEV","SLV",1997,"BLU",0,"10/17/2018 4:00:00 AM","10/17/2018 4:00:00 AM","Tue","Y",2018,2018
"685","DODG","R15",2013,"BLU",0,"9/24/2018 4:00:00 AM","9/24/2018 4:00:00 AM","Sun","Y",2018,2018
"686","MERC","SDN",2005,"SIL",0,"5/1/2018 4:00:00 AM","5/1/2018 4:00:00 AM","Tue","Y",2018,2018
"687","INFI","G35",2015,"BLK",40513,"9/1/2018 4:00:00 AM","9/11/2018 4:00:00 AM","Sat","Y",2018,2018
"688","CHEV","AVE",2009,"RED",0,"11/13/2018 5:00:00 AM","11/14/2018 5:00:00 AM","Tue","Y",2018,2018
"689","TOYT","ECH",2003,"RED",0,"2/4/2018 5:00:00 AM","2/5/2018 5:00:00 AM","Sun","Y",2018,2018
"690","CHEV","CRU",2012,"BLK",0,"8/31/2019 4:00:00 AM","9/19/2019 4:00:00 AM","Sat","N",2019,2019
"691","LEXS","DZG",2018,"GRY",0,"10/11/2019 4:00:00 AM","10/11/2019 4:00:00 AM","Fri","Y",2019,2019
"692","DODG","JOU",2011,"ONG",0,"8/30/2019 4:00:00 AM","8/30/2019 4:00:00 AM","Fri","Y",2019,2019
"693","CHEV","CVT",1973,"RED",60000,"3/3/2019 5:00:00 AM","3/3/2019 5:00:00 AM","Sun","N",2019,2019
"694","FORD","MUS",2019,"ONG",0,"7/24/2019 4:00:00 AM","7/27/2019 4:00:00 AM","Wed","Y",2019,2019
"695","FORD","F25",0,"RED",0,"11/26/2019 5:00:00 AM","11/27/2019 5:00:00 AM","Tue","N",2019,2019
"696","NISS","NNV",2015,"WHI",35000,"9/28/2019 4:00:00 AM","9/28/2019 4:00:00 AM","Fri","Y",2019,2019
"697","NISS","NNV",2015,"WHI",0,"9/28/2019 4:00:00 AM","9/28/2019 4:00:00 AM","Fri","Y",2019,2019
"698","CHEV","AVE",2009,"RED",0,"11/18/2019 5:00:00 AM","11/20/2019 5:00:00 AM","Mon","Y",2019,2019
"699","NISS","VER",0,"GRY",0,"2/14/2019 5:00:00 AM","2/15/2019 5:00:00 AM","Thu","N",2019,2019
"700","GMC","SRA",2008,"BLU",0,"7/15/2019 4:00:00 AM","7/15/2019 4:00:00 AM","Mon","Y",2019,2019
"701","JEEP","CHK",2015,"SIL",0,"5/31/2020 4:00:00 AM","5/31/2020 4:00:00 AM","Sun","Y",2020,2020
"702","LEXS","DZG",2018,"GRY",0,"12/30/2020 5:00:00 AM","12/30/2020 5:00:00 AM","Wed","Y",2020,2020
"703","TOYT","HIG",2017,"WHI",42000,"12/30/2020 5:00:00 AM","12/30/2020 5:00:00 AM","Tue","Y",2020,2020
"704","MAZD","CX5",2020,"BLU",0,"9/25/2020 4:00:00 AM","10/27/2020 4:00:00 AM","Fri","Y",2020,2020
"705","MAZD","CX7",2007,"BRN",0,"8/31/2020 4:00:00 AM","8/30/2020 4:00:00 AM","Sun","Y",2020,2020
"706","FORD","LCF",2007,"WHIBLK",0,"1/10/2020 5:00:00 AM","1/11/2020 5:00:00 AM","Fri","Y",2020,2020
"707","NISS","SEN",2007,"SIL",0,"1/23/2020 5:00:00 AM","1/23/2020 5:00:00 AM","Thu","Y",2020,2020
"708",NA,NA,0,"BLU",0,"8/12/2020 4:00:00 AM","8/12/2020 4:00:00 AM","Wed","N",2020,2020
"709","FORD","FMS",2007,"BLU",0,"10/11/2021 4:00:00 AM","10/15/2021 4:00:00 AM","Mon","Y",2021,2021
"710","TOYT","COA",2018,"BLK",0,"2/17/2021 5:00:00 AM","2/17/2021 5:00:00 AM","Wed","Y",2021,2021
"711","TOYT","RV4",2018,"BLK",0,"12/19/2021 5:00:00 AM","12/18/2021 5:00:00 AM","Sat","N",2021,2021
"712","VOLK","GOL",2019,"RED",0,"11/13/2021 5:00:00 AM","11/13/2021 5:00:00 AM","Sat","Y",2021,2021
"713","FORD","FOC",2016,"GRY",0,"10/21/2021 4:00:00 AM","10/21/2021 4:00:00 AM","Wed","N",2021,2021
"714","CHEV","C2Z",2017,"GRY",0,"10/1/2021 4:00:00 AM","11/7/2021 4:00:00 AM","Fri","N",2021,2021
"715","HYUN","SON",2015,"GRY",0,"11/20/2021 5:00:00 AM","12/6/2021 5:00:00 AM","Fri","Y",2021,2021
"716","BMW","BX6",2011,"BLK",0,"10/8/2021 4:00:00 AM","10/13/2021 4:00:00 AM","Fri","N",2021,2021
"717","TOYT","TAC",2017,"BLK",0,"2/18/2021 5:00:00 AM","2/18/2021 5:00:00 AM","Thu","N",2021,2021
"718","CHEV","COB",2007,"BGE",0,"3/4/2021 5:00:00 AM","3/4/2021 5:00:00 AM","Wed","Y",2021,2021
"719","SMAR","COU",2015,"BLK",0,"9/9/2021 4:00:00 AM","9/9/2021 4:00:00 AM","Wed","Y",2021,2021
"720","FORD","F15",0,"BLK",0,"4/7/2022 4:00:00 AM","4/8/2022 4:00:00 AM","Thu","N",2022,2022
"721","HYUN","ACC",2009,"SIL",0,"10/18/2022 4:00:00 AM","10/18/2022 4:00:00 AM","Tue","Y",2022,2022
"722","JEEP","JJD",2021,"BLK",0,"10/23/2022 4:00:00 AM","10/23/2022 4:00:00 AM","Sat","Y",2022,2022
"723","HYUN","HEL",2012,"BLU",0,"5/6/2022 4:00:00 AM","5/19/2022 4:00:00 AM","Thu","Y",2022,2022
"724","TOYT","RUN",2014,"GRY",0,"12/7/2022 5:00:00 AM","12/12/2022 5:00:00 AM","Wed","N",2022,2022
"725","JEEP","GCH",2021,"GRY",60000,"5/15/2022 4:00:00 AM","5/15/2022 4:00:00 AM","Sat","N",2022,2022
"726","LEXS",NA,2020,"BLK",60000,"9/22/2022 4:00:00 AM","9/22/2022 4:00:00 AM","Thu","Y",2022,2022
"727","FORD","VAN",2007,"WHI",7500,"11/12/2022 5:00:00 AM","11/12/2022 5:00:00 AM","Sat","Y",2022,2022
"728","JEEP","WUL",2021,"DGR",0,"11/18/2022 5:00:00 AM","11/19/2022 5:00:00 AM","Fri","Y",2022,2022
"729","CHEV","CAV",2002,"GLD",0,"2/18/2022 5:00:00 AM","2/18/2022 5:00:00 AM","Fri","Y",2022,2022
"730","TOYT","HIG",2020,"WHI",0,"4/3/2023 4:00:00 AM","4/4/2023 4:00:00 AM","Mon","N",2023,2023
"731","DODG","DUR",2023,"BLK",0,"2/10/2023 5:00:00 AM","2/10/2023 5:00:00 AM","Fri","Y",2023,2023
"732","HOND","UDY",2020,"GRY",0,"3/13/2023 4:00:00 AM","3/14/2023 4:00:00 AM","Mon","N",2023,2023
"733","TOYT","HIG",2022,"WHI",0,"4/12/2023 4:00:00 AM","4/13/2023 4:00:00 AM","Wed","N",2023,2023
"734","HYUN","EGT",2013,"SIL",0,"6/15/2018 4:00:00 AM","6/15/2018 4:00:00 AM","Fri","Y",2018,2018
"735","TOYT","HIG",2003,"BLU",0,"2/25/2018 5:00:00 AM","2/26/2018 5:00:00 AM","Sun","Y",2018,2018
"736","HOND","CIV",2005,"BLK",2000,"11/19/2018 5:00:00 AM","11/19/2018 5:00:00 AM","Mon","Y",2018,2018
"737","LEXS","RX35",2016,"WHI",0,"10/8/2018 4:00:00 AM","10/9/2018 4:00:00 AM","Mon","N",2018,2018
"738","HOND","CIV",2000,"DGR",0,"1/1/2018 5:00:00 AM","1/1/2018 5:00:00 AM","Mon","Y",2018,2018
"739","TOYT","YAR",2010,"GRY",0,"10/28/2018 4:00:00 AM","10/28/2018 4:00:00 AM","Sun","Y",2018,2018
"740","HOND",NA,2018,"BLK",0,"10/7/2018 4:00:00 AM","10/8/2018 4:00:00 AM","Sat","Y",2018,2018
"741","TOYT","HIG",2018,"WHI",0,"10/8/2018 4:00:00 AM","10/8/2018 4:00:00 AM","Mon","N",2018,2018
"742","FORD","CTV",2016,"WHI",0,"1/12/2018 5:00:00 AM","1/15/2018 5:00:00 AM","Fri","Y",2018,2018
"743","TOYT","CAM",2009,"GRY",0,"12/20/2018 5:00:00 AM","12/20/2018 5:00:00 AM","Wed","N",2018,2018
"744","CHEV","AVE",2009,"ONG",0,"6/10/2018 4:00:00 AM","6/10/2018 4:00:00 AM","Sun","Y",2018,2018
"745","BMW","535",2008,"BLK",0,"7/14/2018 4:00:00 AM","7/14/2018 4:00:00 AM","Sat","Y",2018,2018
"746","PONT","MTA",2007,"GRY",0,"7/9/2018 4:00:00 AM","7/9/2018 4:00:00 AM","Mon","N",2018,2018
"747",NA,NA,2016,NA,1700,"10/20/2018 4:00:00 AM","10/20/2018 4:00:00 AM","Sat","N",2018,2018
"748","TOYT","PRI",2013,"WHI",0,"6/16/2018 4:00:00 AM","6/18/2018 4:00:00 AM","Sat","Y",2018,2018
"749","WILD",NA,0,"BLK",2500,"8/7/2018 4:00:00 AM","8/7/2018 4:00:00 AM","Tue","N",2018,2018
"750","HYUN","SON",2013,"GRY",0,"4/21/2019 4:00:00 AM","4/21/2019 4:00:00 AM","Sat","Y",2019,2019
"751","FORD","MUS",1989,"BLK",8000,"7/24/2019 4:00:00 AM","7/30/2019 4:00:00 AM","Wed","Y",2019,2019
"752","FORD","SPE",2007,"BLU",0,"8/2/2019 4:00:00 AM","8/2/2019 4:00:00 AM","Fri","Y",2019,2019
"753","LEXS",NA,2019,"WHI",0,"7/26/2019 4:00:00 AM","7/26/2019 4:00:00 AM","Fri","N",2019,2019
"754","JEEP","GCH",0,"BLK",0,"10/13/2019 4:00:00 AM","10/14/2019 4:00:00 AM","Sun","N",2019,2019
"755","NISS",NA,2018,"BLK",0,"1/30/2020 5:00:00 AM","1/30/2020 5:00:00 AM","Thu","N",2020,2020
"756","CHEV","MAL",2013,"GRY",0,"2/11/2020 5:00:00 AM","2/11/2020 5:00:00 AM","Tue","Y",2020,2020
"757","MAZD","M5",2009,"SIL",0,"5/5/2020 4:00:00 AM","5/5/2020 4:00:00 AM","Tue","Y",2020,2020
"758",NA,NA,2005,"BLU",1000,"6/30/2020 4:00:00 AM","6/30/2020 4:00:00 AM","Tue","Y",2020,2020
"759","HYUN","ACC",2011,"SIL",0,"6/10/2020 4:00:00 AM","6/10/2020 4:00:00 AM","Wed","Y",2020,2020
"760","LNDR","RSP",2006,"BLU",0,"11/15/2020 5:00:00 AM","11/14/2020 5:00:00 AM","Sat","N",2020,2020
"761","LEXS","350",2013,"BRN",0,"3/24/2020 4:00:00 AM","3/24/2020 4:00:00 AM","Tue","Y",2020,2020
"762","DODG","CHL",2018,"BLK",0,"1/5/2020 5:00:00 AM","1/4/2020 5:00:00 AM","Sat","N",2020,2020
"763","KYMC","125",2009,"WHI",0,"8/27/2021 4:00:00 AM","8/30/2021 4:00:00 AM","Fri","Y",2021,2021
"764","TOYT","RAV",2021,"GRY",0,"5/17/2021 4:00:00 AM","5/18/2021 4:00:00 AM","Mon","Y",2021,2021
"765","HOND","CRV",2017,"GRY",0,"8/27/2021 4:00:00 AM","8/27/2021 4:00:00 AM","Thu","N",2021,2021
"766","FORD","ARO",1997,"WHI",0,"3/25/2021 4:00:00 AM","3/25/2021 4:00:00 AM","Wed","Y",2021,2021
"767","TOYT","HIG",2019,"WHI",0,"3/4/2021 5:00:00 AM","3/4/2021 5:00:00 AM","Wed","N",2021,2021
"768","HOND","CRV",2016,"SIL",0,"5/9/2021 4:00:00 AM","5/9/2021 4:00:00 AM","Sun","Y",2021,2021
"769","TOYT","HIG",2018,"WHI",0,"3/6/2021 5:00:00 AM","3/6/2021 5:00:00 AM","Fri","N",2021,2021
"770",NA,NA,0,"BLU",507,"3/27/2021 4:00:00 AM","4/7/2021 4:00:00 AM","Sat","N",2021,2021
"771","TOYT","PRI",2015,"WHI",0,"3/30/2021 4:00:00 AM","3/30/2021 4:00:00 AM","Tue","Y",2021,2021
"772",NA,NA,0,NA,0,"2/2/2021 5:00:00 AM","2/6/2021 5:00:00 AM","Tue","N",2021,2021
"773","HOND","CIV",2007,"SIL",0,"3/4/2021 5:00:00 AM","3/4/2021 5:00:00 AM","Thu","Y",2021,2021
"774","TOYT","4RN",2006,"GLD",0,"7/22/2021 4:00:00 AM","7/22/2021 4:00:00 AM","Wed","N",2021,2021
"775","KIA","OEX",2012,"BLK",0,"1/30/2022 5:00:00 AM","1/30/2022 5:00:00 AM","Sun","Y",2022,2022
"776","KIA","RIO",2010,"GRY",0,"1/21/2022 5:00:00 AM","1/21/2022 5:00:00 AM","Fri","Y",2022,2022
"777","HOND","HRV",2018,"WHI",0,"4/17/2022 4:00:00 AM","4/17/2022 4:00:00 AM","Sun","Y",2022,2022
"778","MAZD","M3I",2012,"SIL",0,"1/28/2022 5:00:00 AM","1/27/2022 5:00:00 AM","Thu","Y",2022,2022
"779","KIA","SOR",2016,"BLK",0,"1/29/2022 5:00:00 AM","1/29/2022 5:00:00 AM","Sat","Y",2022,2022
"780","MAZD","M3I",2012,"SIL",0,"1/29/2022 5:00:00 AM","1/29/2022 5:00:00 AM","Sat","Y",2022,2022
"781","HOND","CRV",0,NA,0,"7/6/2022 4:00:00 AM","7/6/2022 4:00:00 AM","Wed","N",2022,2022
"782","TOYT","HIG",2020,"BLU",0,"11/21/2022 5:00:00 AM","11/21/2022 5:00:00 AM","Mon","N",2022,2022
"783","TOYT","HIG",2019,"WHI",0,"9/3/2022 4:00:00 AM","9/4/2022 4:00:00 AM","Sat","N",2022,2022
"784","HOND","CRV",0,"WHI",0,"7/20/2022 4:00:00 AM","7/20/2022 4:00:00 AM","Wed","Y",2022,2022
"785","HOND","CRV",0,"GRY",0,"7/20/2022 4:00:00 AM","7/20/2022 4:00:00 AM","Wed","Y",2022,2022
"786","FORD","COF",2019,"BLK",0,"5/8/2022 4:00:00 AM","5/10/2022 4:00:00 AM","Sun","Y",2022,2022
"787","FORD","COF",2019,"BLK",0,"5/8/2022 4:00:00 AM","5/10/2022 4:00:00 AM","Sun","N",2022,2022
"788","FORD",NA,2020,"BLK",0,"5/17/2022 4:00:00 AM","5/17/2022 4:00:00 AM","Tue","N",2022,2022
"789","FORD","F15",2022,"BLK",0,"8/6/2022 4:00:00 AM","8/6/2022 4:00:00 AM","Sat","Y",2022,2022
"790","RAM","15S",2021,"BLK",0,"11/30/2022 5:00:00 AM","11/30/2022 5:00:00 AM","Tue","N",2022,2022
"791","CHEV",NA,2018,"RED",0,"8/3/2022 4:00:00 AM","8/3/2022 4:00:00 AM","Wed","Y",2022,2022
"792","HOND","UDY",2022,"RED",0,"7/20/2022 4:00:00 AM","7/20/2022 4:00:00 AM","Tue","N",2022,2022
"793","HOND","CIV",2009,"SIL",0,"7/8/2022 4:00:00 AM","7/8/2022 4:00:00 AM","Fri","Y",2022,2022
"794","HYUN","SGL",2009,"GRN",0,"6/3/2022 4:00:00 AM","6/3/2022 4:00:00 AM","Fri","Y",2022,2022
"795","HOND","CRV",2020,"GRY",30000,"9/28/2022 4:00:00 AM","9/29/2022 4:00:00 AM","Wed","N",2022,2022
"796","KIA","SOL",2019,"BLK",0,"1/30/2022 5:00:00 AM","1/29/2022 5:00:00 AM","Sat","Y",2022,2022
"797","AUDI","AA5",2015,"BLK",0,"1/25/2022 5:00:00 AM","1/25/2022 5:00:00 AM","Tue","Y",2022,2022
"798","FORD","EXL",2013,"BLK",0,"12/23/2022 5:00:00 AM","12/22/2022 5:00:00 AM","Thu","Y",2022,2022
"799","NISS","SEN",2014,"BLK",0,"8/14/2022 4:00:00 AM","8/15/2022 4:00:00 AM","Sun","N",2022,2022
"800","MAZD","M3",2008,"GRY",0,"6/3/2022 4:00:00 AM","6/3/2022 4:00:00 AM","Thu","Y",2022,2022
"801","HOND","UCL",2017,"BLK",0,"10/10/2022 4:00:00 AM","11/2/2022 4:00:00 AM","Mon","Y",2022,2022
"802",NA,NA,0,"BLK",0,"9/13/2022 4:00:00 AM","9/16/2022 4:00:00 AM","Tue","N",2022,2022
"803","JEEP","WRG",2021,"BLU",0,"10/30/2022 4:00:00 AM","10/30/2022 4:00:00 AM","Sat","Y",2022,2022
"804","HOND","UDY",2022,"RED",0,"10/12/2022 4:00:00 AM","10/12/2022 4:00:00 AM","Wed","N",2022,2022
"805","FORD",NA,2015,"BLK",32000,"5/17/2022 4:00:00 AM","5/17/2022 4:00:00 AM","Tue","N",2022,2022
"806","NISS","JUK",2011,"BLU",0,"11/29/2022 5:00:00 AM","11/29/2022 5:00:00 AM","Tue","Y",2022,2022
"807","FORD","F15",2020,"BLK",0,"5/27/2022 4:00:00 AM","5/27/2022 4:00:00 AM","Fri","N",2022,2022
"808","TOYT",NA,2015,"GRY",24000,"5/3/2022 4:00:00 AM","5/2/2022 4:00:00 AM","Mon","N",2022,2022
"809","HOND",NA,2022,"WHI",0,"8/7/2022 4:00:00 AM","8/8/2022 4:00:00 AM","Sun","N",2022,2022
"810","KIA","SPO",2023,"GRY",0,"11/26/2022 5:00:00 AM","11/26/2022 5:00:00 AM","Fri","N",2022,2022
"811","TOYT","HIG",2022,"WHI",0,"4/4/2023 4:00:00 AM","4/4/2023 4:00:00 AM","Tue","N",2023,2023
"812","RAM","DUR",2022,"REDMRN",0,"1/13/2023 5:00:00 AM","1/13/2023 5:00:00 AM","Fri","N",2023,2023
"813","FORD","F25",2018,"BLK",0,"3/20/2023 4:00:00 AM","3/20/2023 4:00:00 AM","Mon","Y",2023,2023
"814","TOYT","RV4",2021,"RED",0,"1/6/2023 5:00:00 AM","1/6/2023 5:00:00 AM","Fri","N",2023,2023
"815","TOYT",NA,2021,"RED",0,"3/6/2023 5:00:00 AM","3/6/2023 5:00:00 AM","Mon","N",2023,2023
"816","TOYT","RV4",2021,"RED",0,"1/6/2023 5:00:00 AM","1/6/2023 5:00:00 AM","Fri","N",2023,2023
"817","TOYT","RV4",2019,"WHI",0,"2/18/2023 5:00:00 AM","2/22/2023 5:00:00 AM","Sat","N",2023,2023
"818","MAZD","CX5",2022,"BLK",0,"1/28/2023 5:00:00 AM","1/28/2023 5:00:00 AM","Sat","Y",2023,2023
"819","RAM","DUR",2022,"BLK",0,"4/1/2023 4:00:00 AM","4/5/2023 4:00:00 AM","Sat","Y",2023,2023
"820","DODG","R15",2022,"GRY",60000,"2/6/2023 5:00:00 AM","2/5/2023 5:00:00 AM","Sun","Y",2023,2023
"821","LNDR","RRV",2015,"WHI",70000,"3/26/2023 4:00:00 AM","3/26/2023 4:00:00 AM","Sun","N",2023,2023
"822","AUDI","AQ5",2011,"BLK",0,"4/17/2023 4:00:00 AM","4/18/2023 4:00:00 AM","Mon","N",2023,2023
"823","ACUR","RDX",2020,"GRY",0,"4/11/2023 4:00:00 AM","4/11/2023 4:00:00 AM","Tue","Y",2023,2023
"824","JEEP","WRG",2021,"GRY",0,"5/5/2023 4:00:00 AM","5/6/2023 4:00:00 AM","Fri","N",2023,2023
"825","DODG","JOU",2013,"WHI",0,"5/2/2023 4:00:00 AM","5/2/2023 4:00:00 AM","Tue","Y",2023,2023
"826","NISS","ALT",2009,"GRY",0,"2/15/2018 5:00:00 AM","2/15/2018 5:00:00 AM","Thu","Y",2018,2018
"827","VOLV","30T",2011,"BLK",12000,"11/8/2018 5:00:00 AM","11/11/2018 5:00:00 AM","Thu","Y",2018,2018
"828","CHEV","OPT",2007,"BLK",0,"5/13/2018 4:00:00 AM","5/13/2018 4:00:00 AM","Sun","Y",2018,2018
"829","LEXS","RX3",2018,"WHI",75000,"8/30/2018 4:00:00 AM","8/30/2018 4:00:00 AM","Thu","Y",2018,2018
"830","HYUN","SAN",2015,"RED",0,"3/14/2018 4:00:00 AM","3/15/2018 4:00:00 AM","Wed","Y",2018,2018
"831","CADI","HF6",2005,"GRY",0,"2/19/2018 5:00:00 AM","2/19/2018 5:00:00 AM","Sun","Y",2018,2018
"832","PONT","SNF",2005,"SIL",3000,"6/25/2019 4:00:00 AM","6/25/2019 4:00:00 AM","Tue","Y",2019,2019
"833","FORD","XPL",2014,"WHI",0,"5/26/2019 4:00:00 AM","5/26/2019 4:00:00 AM","Sun","Y",2019,2019
"834","HYUN","ACC",2017,"WHI",0,"4/24/2019 4:00:00 AM","4/24/2019 4:00:00 AM","Wed","Y",2019,2019
"835","TOYT","HIG",2018,"BLK",0,"12/21/2019 5:00:00 AM","12/21/2019 5:00:00 AM","Fri","Y",2019,2019
"836","HYUN","ELN",2011,"SIL",0,"9/24/2019 4:00:00 AM","9/24/2019 4:00:00 AM","Mon","Y",2019,2019
"837","LEXS","RX5",2019,"WHI",0,"10/6/2020 4:00:00 AM","10/6/2020 4:00:00 AM","Mon","Y",2020,2020
"838","TOYT",NA,2015,"BLK",0,"10/2/2020 4:00:00 AM","10/2/2020 4:00:00 AM","Fri","N",2020,2020
"839","LEXS","RX",2020,"BLK",55000,"8/14/2021 4:00:00 AM","8/14/2021 4:00:00 AM","Sat","Y",2021,2021
"840","TOYT","HIG",0,"MRN",0,"11/19/2021 5:00:00 AM","11/19/2021 5:00:00 AM","Fri","N",2021,2021
"841","TOYT","4RN",2020,"WHI",0,"12/14/2021 5:00:00 AM","12/15/2021 5:00:00 AM","Tue","Y",2021,2021
"842","JEEP","GCK",2021,"WHI",0,"9/25/2021 4:00:00 AM","9/25/2021 4:00:00 AM","Sat","Y",2021,2021
"843","LEXS",NA,2019,"WHI",0,"9/10/2021 4:00:00 AM","9/10/2021 4:00:00 AM","Fri","Y",2021,2021
"844","LEXS","NXT",2019,"GRY",0,"10/2/2021 4:00:00 AM","10/3/2021 4:00:00 AM","Sat","N",2021,2021
"845","LEXS","NX",2020,"WHI",0,"9/26/2021 4:00:00 AM","9/26/2021 4:00:00 AM","Sat","N",2021,2021
"846","LEXS","RX5",2019,"SIL",55000,"8/14/2021 4:00:00 AM","8/14/2021 4:00:00 AM","Sat","N",2021,2021
"847","LEXS","RX5",2018,"WHI",70000,"8/15/2021 4:00:00 AM","8/15/2021 4:00:00 AM","Sat","N",2021,2021
"848","LEXS",NA,2017,"BLK",40000,"11/16/2021 5:00:00 AM","11/17/2021 5:00:00 AM","Tue","N",2021,2021
"849",NA,NA,0,"BLKRED",0,"8/8/2021 4:00:00 AM","8/9/2021 4:00:00 AM","Sat","N",2021,2021
"850","LEXS","NX3",2020,"GRY",0,"9/26/2021 4:00:00 AM","9/26/2021 4:00:00 AM","Sat","Y",2021,2021
"851","TOYT","HIG",0,"RED",0,"11/19/2021 5:00:00 AM","11/19/2021 5:00:00 AM","Thu","N",2021,2021
"852","HOND",NA,2020,"GRY",0,"8/16/2022 4:00:00 AM","8/16/2022 4:00:00 AM","Tue","N",2022,2022
"853","HOND","CRV",0,"WHI",0,"6/2/2022 4:00:00 AM","6/3/2022 4:00:00 AM","Thu","N",2022,2022
"854","HOND","CRV",0,"RED",45000,"8/15/2022 4:00:00 AM","8/16/2022 4:00:00 AM","Mon","Y",2022,2022
"855","HOND","CRV",2020,"RED",0,"8/8/2022 4:00:00 AM","8/8/2022 4:00:00 AM","Mon","Y",2022,2022
"856","TOYT","HIG",2021,"BLU",0,"11/8/2022 5:00:00 AM","11/8/2022 5:00:00 AM","Tue","Y",2022,2022
"857","HOND","CRV",2021,"BLK",32000,"6/5/2022 4:00:00 AM","6/6/2022 4:00:00 AM","Sun","N",2022,2022
"858","FORD","F15",2015,"BRN",0,"8/23/2022 4:00:00 AM","8/23/2022 4:00:00 AM","Tue","Y",2022,2022
"859","JEEP","CHK",2020,"GRY",0,"1/10/2022 5:00:00 AM","1/10/2022 5:00:00 AM","Sun","Y",2022,2022
"860","DODG","R15",1997,"DGR",0,"10/24/2022 4:00:00 AM","10/25/2022 4:00:00 AM","Mon","Y",2022,2022
"861","HOND",NA,2021,"BLK",0,"8/10/2022 4:00:00 AM","8/10/2022 4:00:00 AM","Tue","N",2022,2022
"862","HOND","CRV",2021,"GRY",0,"8/15/2022 4:00:00 AM","8/16/2022 4:00:00 AM","Mon","Y",2022,2022
"863","TOYT","HIG",2019,"BLK",0,"6/22/2022 4:00:00 AM","6/23/2022 4:00:00 AM","Wed","Y",2022,2022
"864","FORD","ESP",0,"SIL",0,"10/30/2022 4:00:00 AM","10/29/2022 4:00:00 AM","Sat","Y",2022,2022
"865","HOND","ACC",2018,"WHI",0,"12/1/2022 5:00:00 AM","12/9/2022 5:00:00 AM","Wed","Y",2022,2022
"866","LEXS",NA,2021,"BLK",0,"4/19/2023 4:00:00 AM","4/19/2023 4:00:00 AM","Wed","Y",2023,2023
"867","LEXS",NA,2017,"BLK",0,"7/10/2018 4:00:00 AM","7/10/2018 4:00:00 AM","Mon","N",2018,2018
"868",NA,NA,0,"BLK",0,"6/19/2018 4:00:00 AM","6/19/2018 4:00:00 AM","Tue","Y",2018,2018
"869","HOND","CIV",2010,"BLU",6000,"1/1/2019 5:00:00 AM","1/1/2019 5:00:00 AM","Mon","Y",2019,2019
"870","HOND","CIV",2007,"GRY",0,"6/8/2018 4:00:00 AM","6/9/2018 4:00:00 AM","Fri","Y",2018,2018
"871","FORD","FIE",2013,"BLU",0,"9/15/2018 4:00:00 AM","9/15/2018 4:00:00 AM","Sat","Y",2018,2018
"872","FORD","F15",1999,"BRN",0,"2/3/2018 5:00:00 AM","2/3/2018 5:00:00 AM","Sat","Y",2018,2018
"873",NA,NA,0,NA,0,"3/12/2018 4:00:00 AM","3/11/2018 5:00:00 AM","Sun","Y",2018,2018
"874","LEXS","350",2009,"GRY",0,"1/28/2018 5:00:00 AM","1/28/2018 5:00:00 AM","Sun","Y",2018,2018
"875","NISS","ROG",2016,"BLK",30000,"1/9/2018 5:00:00 AM","1/9/2018 5:00:00 AM","Tue","Y",2018,2018
"876","TOYT","ECH",2003,"GRY",5000,"6/8/2018 4:00:00 AM","6/8/2018 4:00:00 AM","Fri","Y",2018,2018
"877","FORD","FOC",0,"BLK",0,"8/15/2018 4:00:00 AM","8/15/2018 4:00:00 AM","Wed","Y",2018,2018
"878","AUDI","AA3",2010,"BLK",0,"7/1/2018 4:00:00 AM","7/2/2018 4:00:00 AM","Sun","Y",2018,2018
"879","YAMA",NA,2017,NA,0,"10/15/2018 4:00:00 AM","10/14/2018 4:00:00 AM","Sun","N",2018,2018
"880","MAZD","M3",2008,"GRY",0,"5/21/2018 4:00:00 AM","5/21/2018 4:00:00 AM","Sun","Y",2018,2018
"881","PONT","GRM",1994,"DGR",1000,"4/18/2018 4:00:00 AM","4/21/2018 4:00:00 AM","Wed","Y",2018,2018
"882",NA,NA,0,"BLK",0,"9/12/2018 4:00:00 AM","9/14/2018 4:00:00 AM","Wed","N",2018,2018
"883","DODG","DUR",2019,"BLK",0,"12/28/2018 5:00:00 AM","12/28/2018 5:00:00 AM","Thu","Y",2018,2018
"884","HYUN","SSE",2016,"BLU",0,"11/17/2018 5:00:00 AM","1/8/2019 5:00:00 AM","Fri","Y",2018,2018
"885","KIA","RIO",2006,"ONG",0,"9/9/2018 4:00:00 AM","9/9/2018 4:00:00 AM","Sun","Y",2018,2018
