OBJECTID,Vehicle Year,Vehicle Make,Vehicle Model,Vehicle Style,Vehicle Colour,Vehicle Value,Weekday,Recovered,Neighbourhood,Ward,Sector,Reported Date,Occurred Date,Year,x,y
37143,0,TOYT,HIG,CARRY,BLK,0,Fri,N,Trend-Arlington,KNOXDALE-MERIVALE,Sector 15,10/10/2020 4:00:00 AM,10/9/2020 4:00:00 AM,2020,360531.867911811,5021247.48468203
37144,2017,LEXS,RX,4DR,GRY,0,Sun,Y,Trend-Arlington,KNOXDALE-MERIVALE,Sector 15,12/6/2020 5:00:00 AM,12/6/2020 5:00:00 AM,2020,360637.867905366,5021435.48541074
37145,2018,LEXS,NA,CARRY,WHI,48000,Fri,Y,Trend-Arlington,KNOXDALE-MERIVALE,Sector 15,5/8/2021 4:00:00 AM,5/8/2021 4:00:00 AM,2021,360406.865985672,5020741.47957404
37146,2017,TOYT,HIG,CARRY,BLK,0,Mon,N,Trend-Arlington,KNOXDALE-MERIVALE,Sector 15,12/21/2021 5:00:00 AM,12/20/2021 5:00:00 AM,2021,360363.866006319,5020519.47771667
37147,2016,TOYT,4RN,CARRY,BLU,0,Tue,N,Trend-Arlington,KNOXDALE-MERIVALE,Sector 15,3/9/2021 5:00:00 AM,3/9/2021 5:00:00 AM,2021,360634.866789702,5020411.47659463
37148,2018,TOYT,HIG,CARRY,GRY,50000,Wed,N,Trend-Arlington,KNOXDALE-MERIVALE,Sector 15,12/15/2021 5:00:00 AM,12/15/2021 5:00:00 AM,2021,360320.866077048,5021294.48465289
37149,2020,HOND,CRV,CARRY,RED,0,Tue,N,Trend-Arlington,KNOXDALE-MERIVALE,Sector 15,6/1/2022 4:00:00 AM,6/1/2022 4:00:00 AM,2022,360862.868918546,5021269.48468931
37150,2021,HOND,CRV,CARRY,RED,0,Tue,Y,Trend-Arlington,KNOXDALE-MERIVALE,Sector 15,6/15/2022 4:00:00 AM,6/14/2022 4:00:00 AM,2022,361160.869643842,5020587.47873585
37151,2020,JEEP,CHK,CARRY,RED,0,Sun,N,Trend-Arlington,KNOXDALE-MERIVALE,Sector 15,7/10/2022 4:00:00 AM,7/10/2022 4:00:00 AM,2022,361075.869701049,5020963.48167898
37152,2008,NISS,ALT,4DR,GRY,0,Thu,Y,Trend-Arlington,KNOXDALE-MERIVALE,Sector 15,12/1/2022 5:00:00 AM,12/2/2022 5:00:00 AM,2022,361256.870782399,5021016.4824677
37153,2021,HOND,CRV,CARRY,RED,0,Mon,Y,Trend-Arlington,KNOXDALE-MERIVALE,Sector 15,2/27/2023 5:00:00 AM,2/28/2023 5:00:00 AM,2023,361160.869643842,5020587.47873585
37154,2021,TOYT,HIG,CARRY,WHI,46000,Mon,N,Trend-Arlington,KNOXDALE-MERIVALE,Sector 15,5/1/2023 4:00:00 AM,5/1/2023 4:00:00 AM,2023,360585.867897226,5021222.48359797
37155,2013,MAZD,M3,4DR,GRY,0,Mon,Y,South Keys - Greenboro West,GLOUCESTER-SOUTHGATE,Sector 35,8/22/2018 4:00:00 AM,8/21/2018 4:00:00 AM,2018,371429.922034998,5024422.51365454
37156,2013,KIA,OPT,4DR,SIL,0,Sun,Y,South Keys - Greenboro West,GLOUCESTER-SOUTHGATE,Sector 35,9/30/2018 4:00:00 AM,10/1/2018 4:00:00 AM,2018,371552.922037456,5024125.51075617
37157,2014,NA,NA,MOTO,WHI,0,Sat,N,South Keys - Greenboro West,GLOUCESTER-SOUTHGATE,Sector 35,4/28/2018 4:00:00 AM,4/28/2018 4:00:00 AM,2018,371468.92201508,5024360.51260126
37158,2015,GMC,TER,CARRY,GRY,30000,Sat,Y,South Keys - Greenboro West,GLOUCESTER-SOUTHGATE,Sector 35,8/25/2018 4:00:00 AM,8/25/2018 4:00:00 AM,2018,371551.922018731,5024109.51074027
37159,2014,BMW,BX6,CARRY,WHI,0,Thu,N,South Keys - Greenboro West,GLOUCESTER-SOUTHGATE,Sector 35,12/21/2018 5:00:00 AM,12/20/2018 5:00:00 AM,2018,371551.922018731,5024109.51074027
37160,2011,SUBA,NA,4DR,BLK,5000,Mon,Y,South Keys - Greenboro West,GLOUCESTER-SOUTHGATE,Sector 35,6/25/2018 4:00:00 AM,6/25/2018 4:00:00 AM,2018,371608.923122861,5024095.51070916
37161,2015,MITS,RVR,CARRY,GRY,25000,Sat,Y,South Keys - Greenboro West,GLOUCESTER-SOUTHGATE,Sector 35,2/10/2018 5:00:00 AM,2/10/2018 5:00:00 AM,2018,371504.362346112,5025222.940842
37162,2007,BMW,28I,2DR,BLK,0,Thu,N,South Keys - Greenboro West,GLOUCESTER-SOUTHGATE,Sector 35,8/3/2018 4:00:00 AM,8/3/2018 4:00:00 AM,2018,371314.920092441,5024926.51661442
37163,2006,CADI,TRS,4DR,GRY,0,Tue,Y,South Keys - Greenboro West,GLOUCESTER-SOUTHGATE,Sector 35,5/23/2018 4:00:00 AM,5/22/2018 4:00:00 AM,2018,372103.749071315,5025642.71537145
37164,2014,MAZD,M3,4DR,BRN,0,Wed,Y,South Keys - Greenboro West,GLOUCESTER-SOUTHGATE,Sector 35,11/28/2018 5:00:00 AM,11/29/2018 5:00:00 AM,2018,371725.923079043,5024667.51471759
37165,2011,HOND,NA,4DR,BRN,0,Fri,Y,South Keys - Greenboro West,GLOUCESTER-SOUTHGATE,Sector 35,1/12/2019 5:00:00 AM,1/11/2019 5:00:00 AM,2019,371504.362346112,5025222.940842
37166,1995,GMC,SRA,PICKUP,GRY,0,Mon,Y,South Keys - Greenboro West,GLOUCESTER-SOUTHGATE,Sector 35,7/8/2019 4:00:00 AM,7/8/2019 4:00:00 AM,2019,370852.432165171,5024837.49532469
37167,2004,BMW,X5,CARRY,GRY,0,Sat,N,South Keys - Greenboro West,GLOUCESTER-SOUTHGATE,Sector 35,2/3/2019 5:00:00 AM,2/3/2019 5:00:00 AM,2019,371608.923122861,5024095.51070916
37168,2019,TOYT,CAM,4DR,BLK,0,Fri,Y,South Keys - Greenboro West,GLOUCESTER-SOUTHGATE,Sector 35,12/20/2019 5:00:00 AM,12/20/2019 5:00:00 AM,2019,371835.141059598,5024118.50463156
37169,2015,FORD,F15,PICKUP,BLK,0,Thu,Y,South Keys - Greenboro West,GLOUCESTER-SOUTHGATE,Sector 35,8/16/2019 4:00:00 AM,8/15/2019 4:00:00 AM,2019,372256.703825999,5025670.63422822
37170,0,CATE,950,OTHER,YEL,0,Fri,Y,South Keys - Greenboro West,GLOUCESTER-SOUTHGATE,Sector 35,9/17/2019 4:00:00 AM,9/13/2019 4:00:00 AM,2019,372256.703825999,5025670.63422822
37171,2006,VOLV,S6F,4DR,GRY,0,Fri,Y,South Keys - Greenboro West,GLOUCESTER-SOUTHGATE,Sector 35,10/14/2019 4:00:00 AM,10/12/2019 4:00:00 AM,2019,371725.923079043,5024667.51471759
37172,2017,FORD,EDG,CARRY,BLU,20000,Wed,Y,South Keys - Greenboro West,GLOUCESTER-SOUTHGATE,Sector 35,9/2/2020 4:00:00 AM,9/2/2020 4:00:00 AM,2020,371600.922023545,5024460.51366182
37173,2006,MAZD,M3,4DR,BLK,0,Sat,Y,South Keys - Greenboro West,GLOUCESTER-SOUTHGATE,Sector 35,10/10/2020 4:00:00 AM,10/10/2020 4:00:00 AM,2020,371551.922018731,5024109.51074027
37174,2012,KIA,NA,VAN,GRY,12000,Sat,N,South Keys - Greenboro West,GLOUCESTER-SOUTHGATE,Sector 35,9/19/2020 4:00:00 AM,9/20/2020 4:00:00 AM,2020,371219.928868802,5024635.89527556
37175,0,TOYT,RAV,CARRY,GRY,0,Thu,N,South Keys - Greenboro West,GLOUCESTER-SOUTHGATE,Sector 35,7/9/2020 4:00:00 AM,7/9/2020 4:00:00 AM,2020,371820.924144485,5024309.51256191
37176,2017,LEXS,RX3,CARRY,BRN,0,Sat,N,South Keys - Greenboro West,GLOUCESTER-SOUTHGATE,Sector 35,3/15/2020 4:00:00 AM,3/14/2020 4:00:00 AM,2020,372300.924102689,5025499.52056132
37177,2015,NISS,NA,4DR,GRY,0,Thu,Y,South Keys - Greenboro West,GLOUCESTER-SOUTHGATE,Sector 35,7/2/2020 4:00:00 AM,7/2/2020 4:00:00 AM,2020,371608.923122861,5024095.51070916
37178,2017,TOYT,MTL,4DR,BLK,0,Wed,N,South Keys - Greenboro West,GLOUCESTER-SOUTHGATE,Sector 35,8/13/2020 4:00:00 AM,8/12/2020 4:00:00 AM,2020,371429.922034998,5024422.51365454
37179,2009,MERZ,C23,4DR,GRY,13000,Sat,Y,South Keys - Greenboro West,GLOUCESTER-SOUTHGATE,Sector 35,5/17/2021 4:00:00 AM,2/27/2021 5:00:00 AM,2021,371532.922016185,5024402.51257624
37180,2014,HOND,CIV,4DR,RED,6500,Sun,Y,South Keys - Greenboro West,GLOUCESTER-SOUTHGATE,Sector 35,6/21/2021 4:00:00 AM,6/21/2021 4:00:00 AM,2021,371688.923114223,5024534.51367531
37181,2015,HOND,FIT,4DR,GRY,0,Mon,Y,South Keys - Greenboro West,GLOUCESTER-SOUTHGATE,Sector 35,4/20/2021 4:00:00 AM,4/19/2021 4:00:00 AM,2021,371725.923079043,5024667.51471759
37182,2014,MAZD,M6,4DR,BLK,0,Sat,Y,South Keys - Greenboro West,GLOUCESTER-SOUTHGATE,Sector 35,2/13/2021 5:00:00 AM,2/13/2021 5:00:00 AM,2021,371602.923065476,5024111.5107436
37183,2016,LEXS,A35,4DR,WHI,0,Sun,N,South Keys - Greenboro West,GLOUCESTER-SOUTHGATE,Sector 35,8/25/2021 4:00:00 AM,8/1/2021 4:00:00 AM,2021,371602.923065476,5024111.5107436
37184,2007,PONT,G5,NA,WHI,0,Sun,Y,South Keys - Greenboro West,GLOUCESTER-SOUTHGATE,Sector 35,1/3/2022 5:00:00 AM,1/2/2022 5:00:00 AM,2021,371725.923079043,5024667.51471759
37185,2022,HOND,CRV,CARRY,GRY,0,Wed,N,South Keys - Greenboro West,GLOUCESTER-SOUTHGATE,Sector 35,6/16/2022 4:00:00 AM,6/16/2022 4:00:00 AM,2022,371725.923079043,5024667.51471759
37186,2021,JEEP,WRG,NA,LGR,0,Tue,N,South Keys - Greenboro West,GLOUCESTER-SOUTHGATE,Sector 35,2/16/2022 5:00:00 AM,1/18/2022 5:00:00 AM,2022,371023.823639032,5024940.81011912
37187,2022,JEEP,GLAD,PICKUP,BLK,0,Thu,Y,South Keys - Greenboro West,GLOUCESTER-SOUTHGATE,Sector 35,6/23/2022 4:00:00 AM,6/23/2022 4:00:00 AM,2022,371023.823639032,5024940.81011912
37188,2022,JEEP,GLAD,PICKUP,WHI,0,Thu,Y,South Keys - Greenboro West,GLOUCESTER-SOUTHGATE,Sector 35,6/23/2022 4:00:00 AM,6/23/2022 4:00:00 AM,2022,371023.823639032,5024940.81011912
37189,2022,JEEP,GLAD,NA,RED,0,Thu,N,South Keys - Greenboro West,GLOUCESTER-SOUTHGATE,Sector 35,6/23/2022 4:00:00 AM,6/23/2022 4:00:00 AM,2022,371023.823639032,5024940.81011912
37190,2005,SUBA,IR4,4DR,SIL,0,Thu,Y,South Keys - Greenboro West,GLOUCESTER-SOUTHGATE,Sector 35,11/4/2022 4:00:00 AM,11/3/2022 4:00:00 AM,2022,371504.362346112,5025222.940842
37191,2022,HOND,NA,CARRY,GRY,0,Fri,Y,South Keys - Greenboro West,GLOUCESTER-SOUTHGATE,Sector 35,7/15/2022 4:00:00 AM,7/15/2022 4:00:00 AM,2022,371725.923079043,5024667.51471759
37192,2011,VOLK,JET,4DR,WHI,0,Thu,Y,South Keys - Greenboro West,GLOUCESTER-SOUTHGATE,Sector 35,1/27/2022 5:00:00 AM,1/27/2022 5:00:00 AM,2022,371076.478710749,5024527.57418187
37193,2014,NISS,ROG,CARRY,WHI,0,Sat,Y,South Keys - Greenboro West,GLOUCESTER-SOUTHGATE,Sector 35,1/8/2022 5:00:00 AM,1/9/2022 5:00:00 AM,2022,371076.478710749,5024527.57418187
37194,0,NA,NA,NA,BLK,0,Tue,N,South Keys - Greenboro West,GLOUCESTER-SOUTHGATE,Sector 35,7/26/2022 4:00:00 AM,7/26/2022 4:00:00 AM,2022,371076.478710749,5024527.57418187
37195,2021,RAM,15,PICKUP,NA,0,Sat,Y,South Keys - Greenboro West,GLOUCESTER-SOUTHGATE,Sector 35,11/19/2022 5:00:00 AM,11/19/2022 5:00:00 AM,2022,371199.690570895,5024141.69913302
37196,2021,RAM,150,PICKUP,GRY,0,Wed,Y,South Keys - Greenboro West,GLOUCESTER-SOUTHGATE,Sector 35,12/7/2022 5:00:00 AM,12/7/2022 5:00:00 AM,2022,371551.922018731,5024109.51074027
37197,2020,HOND,CRV,CARRY,SIL,38000,Thu,N,South Keys - Greenboro West,GLOUCESTER-SOUTHGATE,Sector 35,6/16/2022 4:00:00 AM,6/16/2022 4:00:00 AM,2022,371130.920122541,5024854.51658622
37198,2015,KIA,NA,NA,GRY,0,Sun,N,South Keys - Greenboro West,GLOUCESTER-SOUTHGATE,Sector 35,8/21/2022 4:00:00 AM,8/22/2022 4:00:00 AM,2022,371219.928868802,5024635.89527556
37199,2016,BMW,NA,4DR,BLK,0,Fri,N,South Keys - Greenboro West,GLOUCESTER-SOUTHGATE,Sector 35,8/20/2022 4:00:00 AM,8/19/2022 4:00:00 AM,2022,371219.928868802,5024635.89527556
37200,2021,HOND,PIL,4DR,GRY,0,Sun,N,South Keys - Greenboro West,GLOUCESTER-SOUTHGATE,Sector 35,6/27/2022 4:00:00 AM,6/26/2022 4:00:00 AM,2022,371380.921162525,5024484.51364696
37201,0,CATE,NA,NA,NA,0,Wed,Y,South Keys - Greenboro West,GLOUCESTER-SOUTHGATE,Sector 35,12/1/2022 5:00:00 AM,11/30/2022 5:00:00 AM,2022,372256.703825999,5025670.63422822
37202,2013,FORD,COF,PICKUP,BRN,0,Sat,N,South Keys - Greenboro West,GLOUCESTER-SOUTHGATE,Sector 35,7/19/2022 4:00:00 AM,7/9/2022 4:00:00 AM,2022,371196.938529212,5023807.61746771
37203,2016,RAM,RTR,NA,WHI,0,Mon,N,South Keys - Greenboro West,GLOUCESTER-SOUTHGATE,Sector 35,12/6/2022 5:00:00 AM,12/6/2022 5:00:00 AM,2022,372295.924155998,5025603.52135261
37204,2022,HOND,CRV,CARRY,GRY,0,Fri,Y,South Keys - Greenboro West,ALTA VISTA,Sector 33,8/5/2022 4:00:00 AM,8/5/2022 4:00:00 AM,2022,372896.941195344,5027450.9934296
37205,2022,DODG,DUR,CARRY,GRY,60000,Thu,Y,South Keys - Greenboro West,GLOUCESTER-SOUTHGATE,Sector 35,1/19/2023 5:00:00 AM,1/20/2023 5:00:00 AM,2023,371286.954926051,5023860.58656391
37206,2021,TOYT,RAV,CARRY,WHI,0,Sat,N,South Keys - Greenboro West,GLOUCESTER-SOUTHGATE,Sector 35,1/28/2023 5:00:00 AM,1/28/2023 5:00:00 AM,2023,371468.92201508,5024360.51260126
37207,2022,HOND,UDY,CARRY,BLU,0,Mon,N,South Keys - Greenboro West,GLOUCESTER-SOUTHGATE,Sector 35,2/13/2023 5:00:00 AM,2/13/2023 5:00:00 AM,2023,371199.690570895,5024141.69913302
37208,2022,HOND,UDY,CARRY,GRY,0,Sat,N,South Keys - Greenboro West,GLOUCESTER-SOUTHGATE,Sector 35,3/25/2023 4:00:00 AM,3/25/2023 4:00:00 AM,2023,371199.690570895,5024141.69913302
37209,2004,CASE,580,OTHER,YELGRY,0,Thu,N,South Keys - Greenboro West,GLOUCESTER-SOUTHGATE,Sector 35,3/9/2023 5:00:00 AM,3/9/2023 5:00:00 AM,2023,371551.922018731,5024109.51074027
37210,2009,HOND,ACC,4DR,BGE,0,Wed,Y,South Keys - Greenboro West,GLOUCESTER-SOUTHGATE,Sector 35,5/4/2023 4:00:00 AM,5/3/2023 4:00:00 AM,2023,371429.922034998,5024422.51365454
37211,2010,FORD,EC1,VAN,WHI,0,Sun,Y,Tanglewood,COLLEGE,Sector 17,9/9/2018 4:00:00 AM,9/9/2018 4:00:00 AM,2018,363562.884434047,5022600.49727709
37212,2016,GMC,NA,CARRY,BLK,31000,Mon,N,Tanglewood,KNOXDALE-MERIVALE,Sector 17,12/25/2018 5:00:00 AM,12/25/2018 5:00:00 AM,2018,365462.894156958,5022297.49616668
37213,2010,TOYT,YAR,4DR,GRN,6000,Mon,Y,Tanglewood,KNOXDALE-MERIVALE,Sector 17,3/26/2018 4:00:00 AM,3/27/2018 4:00:00 AM,2018,363405.219351049,5021869.62737647
37214,2017,LEXS,RX3,CARRY,BLU,50000,Thu,N,Tanglewood,COLLEGE,Sector 17,8/24/2018 4:00:00 AM,8/24/2018 4:00:00 AM,2018,365140.873328998,5022815.13847141
37215,2012,CHEV,EXP,VAN,WHI,0,Wed,Y,Tanglewood,KNOXDALE-MERIVALE,Sector 17,1/24/2018 5:00:00 AM,1/24/2018 5:00:00 AM,2018,364112.589181827,5021535.45932024
37216,2009,TOYT,COA,4DR,GRY,0,Wed,Y,Tanglewood,KNOXDALE-MERIVALE,Sector 17,8/29/2019 4:00:00 AM,8/29/2019 4:00:00 AM,2019,364334.888361394,5022232.49537921
37217,2015,JEEP,GCH,CARRY,BLK,0,Mon,N,Tanglewood,KNOXDALE-MERIVALE,Sector 17,12/16/2019 5:00:00 AM,12/16/2019 5:00:00 AM,2019,363657.357569339,5021990.9379755
37218,2008,CHEV,TAH,CARRY,BLK,0,Thu,N,Tanglewood,KNOXDALE-MERIVALE,Sector 17,12/31/2020 5:00:00 AM,12/31/2020 5:00:00 AM,2020,363723.88550342,5021719.49026841
37219,2013,CHEV,EQU,CARRY,WHI,0,Wed,Y,Tanglewood,KNOXDALE-MERIVALE,Sector 17,6/10/2020 4:00:00 AM,6/10/2020 4:00:00 AM,2020,363559.884420769,5021893.49137482
37220,2011,MAZD,M3,4DR,WHI,0,Sun,Y,Tanglewood,KNOXDALE-MERIVALE,Sector 17,12/30/2020 5:00:00 AM,11/29/2020 5:00:00 AM,2020,363821.885449695,5022074.49321271
37221,2016,HOND,CIV,4DR,BLK,0,Sat,Y,Tanglewood,KNOXDALE-MERIVALE,Sector 17,6/20/2021 4:00:00 AM,6/19/2021 4:00:00 AM,2021,364246.888405602,5022144.49427189
37222,2017,LEXS,RX5,CARRY,GRY,35000,Tue,N,Tanglewood,KNOXDALE-MERIVALE,Sector 17,1/27/2021 5:00:00 AM,1/27/2021 5:00:00 AM,2021,363967.886236453,5022097.49323153
37223,2011,MAZD,M3,4DR,WHI,0,Sun,Y,Tanglewood,KNOXDALE-MERIVALE,Sector 17,5/2/2021 4:00:00 AM,5/2/2021 4:00:00 AM,2021,363821.885449695,5022074.49321271
37224,2010,MAZD,M3I,4DR,BLK,0,Sun,Y,Tanglewood,KNOXDALE-MERIVALE,Sector 17,6/13/2021 4:00:00 AM,6/13/2021 4:00:00 AM,2021,364267.888399656,5021907.49246893
37225,2015,NISS,TIT,PICKUP,DBL,0,Tue,N,Tanglewood,KNOXDALE-MERIVALE,Sector 17,3/19/2021 4:00:00 AM,3/16/2021 4:00:00 AM,2021,364369.888399658,5021908.49245957
37226,2016,BUIC,NA,CARRY,PLE,0,Wed,N,Tanglewood,KNOXDALE-MERIVALE,Sector 17,4/21/2021 4:00:00 AM,4/21/2021 4:00:00 AM,2021,365462.894156958,5022297.49616668
37227,2022,HOND,UDY,CARRY,RED,0,Mon,N,Tanglewood,KNOXDALE-MERIVALE,Sector 17,7/26/2022 4:00:00 AM,7/26/2022 4:00:00 AM,2022,365462.894156958,5022297.49616668
37228,2019,HOND,CRV,CARRY,BLK,30000,Mon,Y,Tanglewood,KNOXDALE-MERIVALE,Sector 17,6/6/2022 4:00:00 AM,6/6/2022 4:00:00 AM,2022,364507.889111044,5021824.49137386
37229,2020,HOND,ODY,VAN,BLU,40000,Tue,N,Tanglewood,KNOXDALE-MERIVALE,Sector 17,5/31/2022 4:00:00 AM,5/31/2022 4:00:00 AM,2022,364891.891254992,5022109.4942569
37230,2022,HOND,NA,CARRY,RED,0,Mon,N,Tanglewood,KNOXDALE-MERIVALE,Sector 17,6/6/2022 4:00:00 AM,6/6/2022 4:00:00 AM,2022,364112.589181827,5021535.45932024
37231,2012,HOND,CIV,4DR,BLU,0,Tue,Y,Tanglewood,KNOXDALE-MERIVALE,Sector 17,10/11/2022 4:00:00 AM,10/11/2022 4:00:00 AM,2022,363821.885449695,5022074.49321271
37232,2014,CHEV,CZT,4DR,BLU,0,Wed,Y,Tanglewood,KNOXDALE-MERIVALE,Sector 17,6/2/2022 4:00:00 AM,6/2/2022 4:00:00 AM,2022,363509.884407251,5021979.49244817
37233,2011,NISS,NA,NA,BLU,0,Sat,Y,Tanglewood,COLLEGE,Sector 17,2/18/2023 5:00:00 AM,2/18/2023 5:00:00 AM,2023,365140.873328998,5022815.13847141
37234,2022,TOYT,HIG,CARRY,BLK,50000,Tue,Y,Tanglewood,KNOXDALE-MERIVALE,Sector 17,2/21/2023 5:00:00 AM,2/21/2023 5:00:00 AM,2023,363821.885449695,5022074.49321271
37235,2020,LEXS,RXH,CARRY,SIL,27000,Mon,Y,Tanglewood,COLLEGE,Sector 17,5/8/2023 4:00:00 AM,5/8/2023 4:00:00 AM,2023,363632.202007982,5022479.94074656
37236,2005,PONT,NA,4DR,BRN,0,Wed,N,Vanier South,RIDEAU-VANIER,Sector 25,2/15/2018 5:00:00 AM,2/14/2018 5:00:00 AM,2018,369784.966365115,5032758.05031276
37237,0,NA,NA,NA,BLK,0,Fri,N,Vanier South,RIDEAU-VANIER,Sector 25,4/13/2018 4:00:00 AM,4/13/2018 4:00:00 AM,2018,369822.324343091,5032645.74644109
37238,2011,TOYT,MAT,4DR,DGR,0,Sun,Y,Vanier North,RIDEAU-VANIER,Sector 25,5/15/2018 4:00:00 AM,5/13/2018 4:00:00 AM,2018,370251.134005784,5033162.92860084
37239,2014,FORD,FOC,4DR,WHI,0,Thu,Y,Vanier North,RIDEAU-VANIER,Sector 25,9/14/2018 4:00:00 AM,9/13/2018 4:00:00 AM,2018,370823.540347611,5033463.41294955
37240,0,SUBA,IMP,4DR,BLU,0,Mon,Y,Vanier North,RIDEAU-VANIER,Sector 25,7/31/2018 4:00:00 AM,6/4/2018 4:00:00 AM,2018,370755.570358145,5033432.43653313
37241,0,NA,NA,NA,NA,2000,Mon,N,Vanier North,RIDEAU-ROCKCLIFFE,Sector 25,9/26/2018 4:00:00 AM,9/18/2018 4:00:00 AM,2018,371158.373188693,5033631.61978697
37242,2003,MERZ,G55,CARRY,BLK,0,Fri,N,Vanier North,RIDEAU-VANIER,Sector 25,6/30/2018 4:00:00 AM,6/30/2018 4:00:00 AM,2018,370195.333324361,5033129.80145233
37243,2016,NA,NA,NA,NA,2500,Thu,N,Vanier South,RIDEAU-VANIER,Sector 25,10/18/2018 4:00:00 AM,10/18/2018 4:00:00 AM,2018,370420.82658414,5033259.56007286
37244,2002,HOND,CIV,4DR,BLK,0,Fri,Y,Vanier South,RIDEAU-VANIER,Sector 25,7/13/2018 4:00:00 AM,7/13/2018 4:00:00 AM,2018,370382.78621541,5032705.38230774
37245,0,NA,NA,NA,NA,0,Sat,N,Vanier South,RIDEAU-VANIER,Sector 25,4/22/2018 4:00:00 AM,4/21/2018 4:00:00 AM,2018,370664.904659098,5033004.58235801
37246,2007,FORD,RNG,CARRY,GRY,0,Sat,Y,Vanier South,RIDEAU-VANIER,Sector 25,2/3/2018 5:00:00 AM,2/3/2018 5:00:00 AM,2018,370687.90466571,5033209.58421528
37247,2018,VOLK,ATL,CARRY,BLK,48000,Thu,Y,Vanier South,RIDEAU-VANIER,Sector 25,11/8/2018 5:00:00 AM,11/8/2018 5:00:00 AM,2018,370823.884431246,5032753.23404275
37248,2019,GMC,TER,CARRY,BLK,45000,Tue,Y,Vanier South,RIDEAU-VANIER,Sector 25,11/21/2018 5:00:00 AM,11/21/2018 5:00:00 AM,2018,370823.884431246,5032753.23404275
37249,0,NA,NA,MOTO,BLUWHI,0,Thu,Y,Vanier South,RIDEAU-VANIER,Sector 25,7/13/2018 4:00:00 AM,7/13/2018 4:00:00 AM,2018,370823.884431246,5032753.23404275
37250,2004,CHEV,MAL,4DR,DGR,0,Wed,N,Vanier South,RIDEAU-VANIER,Sector 25,12/19/2018 5:00:00 AM,12/19/2018 5:00:00 AM,2018,370823.884431246,5032753.23404275
37251,2018,LEXS,RX3,CARRY,WHI,0,Sat,N,Vanier South,RIDEAU-VANIER,Sector 25,10/6/2018 4:00:00 AM,10/6/2018 4:00:00 AM,2018,370940.905368611,5033036.58230892
37252,2017,LEXS,GX6,CARRY,BLK,0,Fri,N,Vanier South,RIDEAU-ROCKCLIFFE,Sector 25,10/6/2018 4:00:00 AM,10/5/2018 4:00:00 AM,2018,371674.85024444,5032850.13210714
37253,2017,LEXS,GX6,CARRY,BLK,66900,Fri,N,Vanier South,RIDEAU-ROCKCLIFFE,Sector 25,10/6/2018 4:00:00 AM,10/5/2018 4:00:00 AM,2018,371674.85024444,5032850.13210714
37254,2016,HOND,PIL,CARRY,BLU,62000,Thu,Y,Vanier South,RIDEAU-ROCKCLIFFE,Sector 25,8/16/2018 4:00:00 AM,8/16/2018 4:00:00 AM,2018,371535.907480522,5033193.58226862
37255,2018,NISS,ROG,CARRY,WHI,0,Sun,Y,Vanier South,RIDEAU-ROCKCLIFFE,Sector 25,11/4/2018 4:00:00 AM,11/5/2018 5:00:00 AM,2018,371535.907480522,5033193.58226862
37256,2003,CADI,CTS,4DR,BRN,9200,Wed,Y,Vanier South,RIDEAU-ROCKCLIFFE,Sector 25,10/25/2018 4:00:00 AM,10/24/2018 4:00:00 AM,2018,371639.992702909,5033582.77951553
37257,2015,INFI,XQ5,STWGN,BLK,0,Sun,Y,Vanier South,RIDEAU-ROCKCLIFFE,Sector 25,8/26/2018 4:00:00 AM,8/27/2018 4:00:00 AM,2018,371734.907483622,5033352.58301055
37258,2001,TOYT,CAM,2DR,GRY,10000,Sun,Y,Vanier South,RIDEAU-VANIER,Sector 25,2/24/2019 5:00:00 AM,2/24/2019 5:00:00 AM,2019,369955.902736744,5032997.58315961
37259,2017,FORD,SPE,CARRY,WHI,33000,Mon,Y,Vanier South,RIDEAU-VANIER,Sector 25,1/21/2019 5:00:00 AM,1/21/2019 5:00:00 AM,2019,369815.010788588,5032917.36533269
37260,2005,VOLV,S40,4DR,BLU,0,Mon,Y,Vanier South,RIDEAU-VANIER,Sector 25,4/15/2019 4:00:00 AM,4/15/2019 4:00:00 AM,2019,370011.902726699,5032783.58128169
37261,2006,GMC,NA,NA,BLK,0,Sun,Y,Vanier South,RIDEAU-VANIER,Sector 25,12/22/2019 5:00:00 AM,12/22/2019 5:00:00 AM,2019,370222.467336301,5033144.9364983
37262,2010,MAZD,NA,NA,MRN,0,Sat,Y,Vanier South,RIDEAU-VANIER,Sector 25,9/14/2019 4:00:00 AM,9/14/2019 4:00:00 AM,2019,369784.966365115,5032758.05031276
37263,2018,KIA,SPT,4DR,BLK,0,Sun,N,Vanier South,RIDEAU-VANIER,Sector 25,9/23/2019 4:00:00 AM,9/22/2019 4:00:00 AM,2019,370420.82658414,5033259.56007286
37264,2002,SUBA,WRX,2DR,BLK,0,Tue,Y,Vanier South,RIDEAU-VANIER,Sector 25,6/25/2019 4:00:00 AM,6/25/2019 4:00:00 AM,2019,370693.904641922,5033142.58312678
37265,2007,FORD,RNG,CARRY,GRY,0,Mon,Y,Vanier South,RIDEAU-VANIER,Sector 25,11/11/2019 5:00:00 AM,11/11/2019 5:00:00 AM,2019,370687.90466571,5033209.58421528
37266,2007,FORD,RNG,PICKUP,GRY,0,Tue,Y,Vanier South,RIDEAU-VANIER,Sector 25,10/29/2019 4:00:00 AM,10/29/2019 4:00:00 AM,2019,370687.90466571,5033209.58421528
