OBJECTID,Vehicle Year,Vehicle Make,Vehicle Model,Vehicle Style,Vehicle Colour,Vehicle Value,Weekday,Recovered,Neighbourhood,Ward,Sector,Reported Date,Occurred Date,Year,x,y
35485,2013,SUBA,FOR,4DR,GRY,0,Sun,Y,Chapel Hill North,INNES,Sector 31,1/14/2018 5:00:00 AM,1/14/2018 5:00:00 AM,2018,380626.939913377,5034563.5616967
35486,2017,LEXS,LX,CARRY,BLK,0,Tue,Y,Chapel Hill North,INNES,Sector 31,8/7/2019 4:00:00 AM,8/7/2019 4:00:00 AM,2019,379335.127063576,5035186.57263424
35487,2019,LEXS,RX35,CARRY,GRY,0,Thu,N,Chapel Hill North,INNES,Sector 31,7/26/2019 4:00:00 AM,7/26/2019 4:00:00 AM,2019,379724.932982391,5035595.57341632
35488,2008,FORD,F25,VAN,BLU,0,Tue,Y,Chapel Hill North,INNES,Sector 31,8/27/2019 4:00:00 AM,8/27/2019 4:00:00 AM,2019,380934.939865593,5034959.56248126
35489,2019,NISS,ROG,CARRY,BLK,0,Mon,Y,Chapel Hill North,INNES,Sector 31,11/21/2019 5:00:00 AM,11/19/2019 5:00:00 AM,2019,380383.938857742,5034665.56365468
35490,2017,TOYT,HIG,CARRY,WHI,0,Sun,Y,Chapel Hill North,INNES,Sector 31,1/27/2020 5:00:00 AM,1/27/2020 5:00:00 AM,2020,379816.935142815,5034945.56749979
35491,2020,LEXS,NA,CARRY,SIL,0,Fri,Y,Chapel Hill North,INNES,Sector 31,10/31/2020 4:00:00 AM,10/31/2020 4:00:00 AM,2020,380821.93796947,5035577.56733867
35492,2017,LEXS,RX3,CARRY,WHI,0,Wed,N,Chapel Hill North,INNES,Sector 31,1/15/2020 5:00:00 AM,1/15/2020 5:00:00 AM,2020,379884.938117238,5034131.56182683
35493,2017,TOYT,HIG,CARRY,WHI,0,Sun,Y,Chapel Hill North,INNES,Sector 31,1/27/2020 5:00:00 AM,1/27/2020 5:00:00 AM,2020,380296.939920704,5034274.56071796
35494,2019,LEXS,NA,CARRY,SIL,0,Thu,Y,Chapel Hill North,INNES,Sector 31,5/29/2020 4:00:00 AM,5/29/2020 4:00:00 AM,2020,379724.932982391,5035595.57341632
35495,2013,CHEV,EQU,CARRY,DGR,8000,Tue,Y,Chapel Hill North,INNES,Sector 31,4/21/2020 4:00:00 AM,4/21/2020 4:00:00 AM,2020,379873.594055266,5036231.20647689
35496,2017,CHEV,SLV,PICKUP,GRY,45000,Fri,Y,Chapel Hill North,INNES,Sector 31,2/2/2020 5:00:00 AM,2/1/2020 5:00:00 AM,2020,380934.939865593,5034959.56248126
35497,2014,HYUN,ACC,4DR,WHI,0,Tue,Y,Chapel Hill North,INNES,Sector 31,9/23/2020 4:00:00 AM,9/22/2020 4:00:00 AM,2020,380582.939912397,5034515.56176708
35498,2017,LEXS,NXT,CARRY,BLK,0,Sun,N,Chapel Hill North,INNES,Sector 31,6/29/2020 4:00:00 AM,6/29/2020 4:00:00 AM,2020,380611.939901269,5034541.56173863
35499,2019,TOYT,HIG,CARRY,BLK,0,Sun,N,Chapel Hill North,INNES,Sector 31,11/29/2021 5:00:00 AM,11/29/2021 5:00:00 AM,2021,379888.935117724,5035187.56962356
35500,2019,TOYT,HIG,CARRY,GRY,50000,Sun,N,Chapel Hill North,INNES,Sector 31,2/21/2021 5:00:00 AM,2/21/2021 5:00:00 AM,2021,380560.310937061,5036173.57328612
35501,2018,LEXS,NA,CARRY,GRY,0,Sun,N,Chapel Hill North,INNES,Sector 31,2/21/2021 5:00:00 AM,2/21/2021 5:00:00 AM,2021,380252.934011991,5035928.57328851
35502,2018,JEEP,GCH,CARRY,BLK,65000,Sun,N,Chapel Hill North,INNES,Sector 31,9/26/2021 4:00:00 AM,9/26/2021 4:00:00 AM,2021,380252.934011991,5035928.57328851
35503,0,TOYT,HIG,CARRY,BLK,0,Wed,N,Chapel Hill North,INNES,Sector 31,7/29/2021 4:00:00 AM,7/29/2021 4:00:00 AM,2021,380785.356884601,5035664.29336931
35504,2018,TOYT,HIG,CARRY,WHI,0,Tue,N,Chapel Hill North,INNES,Sector 31,7/28/2021 4:00:00 AM,7/27/2021 4:00:00 AM,2021,380774.198009163,5035479.5525716
35505,2020,LEXS,RX,CARRY,BLK,0,Tue,N,Chapel Hill North,INNES,Sector 31,12/1/2021 5:00:00 AM,12/1/2021 5:00:00 AM,2021,380572.938026369,5035314.56743145
35506,2002,SUBA,IWX,STWGN,BLK,0,Thu,Y,Chapel Hill North,INNES,Sector 31,4/8/2021 4:00:00 AM,4/8/2021 4:00:00 AM,2021,380296.939920704,5034274.56071796
35507,2019,TOYT,HIG,4DR,RED,0,Tue,N,Chapel Hill North,INNES,Sector 31,12/15/2021 5:00:00 AM,12/15/2021 5:00:00 AM,2021,379976.936984837,5034697.56559773
35508,2014,HOND,CIV,4DR,WHI,10000,Sat,Y,Chapel Hill North,INNES,Sector 31,5/23/2021 4:00:00 AM,5/23/2021 4:00:00 AM,2021,380383.938857742,5034665.56365468
35509,2020,FORD,COF,PICKUP,GRY,0,Sun,Y,Chapel Hill North,INNES,Sector 31,6/5/2021 4:00:00 AM,5/23/2021 4:00:00 AM,2021,380383.938857742,5034665.56365468
35510,2012,NISS,PTH,CARRY,GRY,0,Thu,Y,Chapel Hill North,INNES,Sector 31,2/24/2022 5:00:00 AM,2/24/2022 5:00:00 AM,2022,380067.817044436,5036163.50534356
35511,2021,JEEP,GCK,CARRY,WHI,0,Wed,Y,Chapel Hill North,INNES,Sector 31,10/20/2022 4:00:00 AM,10/19/2022 4:00:00 AM,2022,380258.617013103,5036410.45021438
35512,2018,JEEP,NA,CARRY,WHI,0,Mon,N,Chapel Hill North,INNES,Sector 31,10/31/2022 4:00:00 AM,10/31/2022 4:00:00 AM,2022,379389.288143758,5035187.3575738
35513,2021,JEEP,GCH,CARRY,GRY,0,Wed,Y,Chapel Hill North,INNES,Sector 31,3/17/2022 4:00:00 AM,3/16/2022 4:00:00 AM,2022,379873.594055266,5036231.20647689
35514,2018,JEEP,NA,CARRY,BLK,0,Thu,Y,Chapel Hill North,INNES,Sector 31,10/20/2022 4:00:00 AM,10/20/2022 4:00:00 AM,2022,380415.935840144,5035611.57036656
35515,2022,DODG,NA,CARRY,GRY,0,Mon,Y,Chapel Hill North,INNES,Sector 31,9/13/2022 4:00:00 AM,9/13/2022 4:00:00 AM,2022,380106.311006483,5036225.32334351
35516,2020,HOND,NA,CARRY,WHI,0,Thu,N,Chapel Hill North,INNES,Sector 31,6/10/2022 4:00:00 AM,6/10/2022 4:00:00 AM,2022,380067.817044436,5036163.50534356
35517,2021,JEEP,WRG,CARRY,WHI,65000,Wed,N,Chapel Hill North,INNES,Sector 31,12/7/2022 5:00:00 AM,12/7/2022 5:00:00 AM,2022,379606.932995314,5035236.57042544
35518,2020,JEEP,NA,CARRY,BLK,0,Tue,N,Chapel Hill North,INNES,Sector 31,4/13/2022 4:00:00 AM,4/13/2022 4:00:00 AM,2022,379724.932982391,5035595.57341632
35519,2022,RAM,RTR,PICKUP,BLK,0,Mon,Y,Chapel Hill North,INNES,Sector 31,9/19/2022 4:00:00 AM,9/20/2022 4:00:00 AM,2022,380097.769466672,5034999.22138918
35520,0,DODG,NA,PICKUP,RED,0,Thu,Y,Chapel Hill North,INNES,Sector 31,10/6/2022 4:00:00 AM,10/6/2022 4:00:00 AM,2022,379925.061479934,5036513.28978553
35521,2008,MAZD,M3,NA,BLU,800,Sun,Y,Chapel Hill North,INNES,Sector 31,3/6/2022 5:00:00 AM,3/6/2022 5:00:00 AM,2022,380111.363948867,5036472.29921972
35522,2010,DODG,CHS,4DR,WHI,0,Tue,N,Chapel Hill North,INNES,Sector 31,8/11/2022 4:00:00 AM,8/10/2022 4:00:00 AM,2022,380448.932075173,5036733.57915113
35523,2019,JEEP,NA,CARRY,BLU,0,Mon,Y,Chapel Hill North,INNES,Sector 31,10/24/2022 4:00:00 AM,10/24/2022 4:00:00 AM,2022,380934.939865593,5034959.56248126
35524,2021,JEEP,NA,PICKUP,BLU,0,Fri,N,Chapel Hill North,INNES,Sector 31,12/30/2022 5:00:00 AM,12/30/2022 5:00:00 AM,2022,380934.939865593,5034959.56248126
35525,2022,HOND,UDY,CARRY,BLU,0,Thu,N,Chapel Hill North,INNES,Sector 31,6/10/2022 4:00:00 AM,6/9/2022 4:00:00 AM,2022,380932.939845652,5035122.56349073
35526,2021,JEEP,WRG,CARRY,WHI,0,Fri,N,Chapel Hill North,INNES,Sector 31,12/17/2022 5:00:00 AM,12/17/2022 5:00:00 AM,2022,380526.938829266,5034752.56363676
35527,2022,CHEV,SLV,PICKUP,BLK,45000,Sat,Y,Chapel Hill North,INNES,Sector 31,10/22/2022 4:00:00 AM,10/22/2022 4:00:00 AM,2022,380691.938787441,5035132.56555802
35528,2020,HOND,UDY,CARRY,WHI,0,Thu,N,Chapel Hill North,INNES,Sector 31,9/16/2022 4:00:00 AM,9/15/2022 4:00:00 AM,2022,380600.939886382,5034670.56249475
35529,2022,HOND,NA,CARRY,BLK,0,Sun,N,Chapel Hill North,INNES,Sector 31,3/12/2023 5:00:00 AM,3/12/2023 5:00:00 AM,2023,379590.931082325,5035859.57552067
35530,2012,TOYT,TAC,PICKUP,BLU,0,Wed,Y,Chapel Hill North,INNES,Sector 31,1/12/2023 5:00:00 AM,1/11/2023 5:00:00 AM,2023,379632.935178314,5034819.56750422
35531,2015,LEXS,A25,4DR,BLK,0,Sat,Y,Chapel Hill North,INNES,Sector 31,1/15/2023 5:00:00 AM,1/15/2023 5:00:00 AM,2023,380691.938787441,5035132.56555802
35532,2018,FORD,COF,PICKUP,GRY,0,Fri,N,Chapel Hill North,INNES,Sector 31,3/4/2023 5:00:00 AM,3/4/2023 5:00:00 AM,2023,380530.938840419,5034941.56467465
35533,2021,JEEP,WRG,CARRY,BLK,0,Wed,N,Chapel Hill North,INNES,Sector 31,4/26/2023 4:00:00 AM,4/26/2023 4:00:00 AM,2023,380252.934011991,5035928.57328851
35534,2013,KIA,SPT,CARRY,WHI,0,Mon,Y,Skyline - Fisher Heights,KNOXDALE-MERIVALE,Sector 17,7/3/2018 4:00:00 AM,7/2/2018 4:00:00 AM,2018,365865.151988816,5024886.54466206
35535,2017,CADI,NA,CARRY,RED,0,Mon,Y,Skyline - Fisher Heights,KNOXDALE-MERIVALE,Sector 17,3/28/2018 4:00:00 AM,1/8/2018 5:00:00 AM,2018,365254.716196838,5025179.16881404
35536,2010,CASE,NA,NA,NA,0,Mon,N,Skyline - Fisher Heights,KNOXDALE-MERIVALE,Sector 17,3/23/2018 4:00:00 AM,3/12/2018 4:00:00 AM,2018,364743.950396534,5025128.15949868
35537,2002,HOND,CRV,CARRY,BLU,0,Sat,Y,Skyline - Fisher Heights,KNOXDALE-MERIVALE,Sector 17,2/3/2018 5:00:00 AM,2/3/2018 5:00:00 AM,2018,364615.163719979,5025049.86185893
35538,0,MERZ,M55,CARRY,SIL,0,Thu,N,Skyline - Fisher Heights,KNOXDALE-MERIVALE,Sector 17,6/5/2018 4:00:00 AM,5/31/2018 4:00:00 AM,2018,364721.591194454,5024782.01973861
35539,1989,FORD,MUS,2DR,BLK,0,Fri,N,Skyline - Fisher Heights,KNOXDALE-MERIVALE,Sector 17,10/5/2018 4:00:00 AM,10/6/2018 4:00:00 AM,2018,365056.375447083,5023899.81290045
35540,0,NA,NA,NA,NA,0,Wed,N,Skyline - Fisher Heights,KNOXDALE-MERIVALE,Sector 17,7/12/2018 4:00:00 AM,7/11/2018 4:00:00 AM,2018,366172.897142873,5025334.52158482
35541,2002,TOYT,COA,4DR,BGE,0,Fri,Y,Skyline - Fisher Heights,KNOXDALE-MERIVALE,Sector 17,10/5/2019 4:00:00 AM,10/5/2019 4:00:00 AM,2019,366256.897971773,5025579.52377353
35542,2007,MERZ,NA,4DR,GRY,0,Mon,N,Skyline - Fisher Heights,KNOXDALE-MERIVALE,Sector 17,7/22/2019 4:00:00 AM,6/3/2019 4:00:00 AM,2019,364617.112130016,5024296.62209152
35543,2007,DODG,CAL,4DR,BGE,3000,Thu,Y,Skyline - Fisher Heights,KNOXDALE-MERIVALE,Sector 17,5/2/2019 4:00:00 AM,5/3/2019 4:00:00 AM,2019,364923.998311964,5023760.9969359
35544,2006,HOND,ODY,VAN,WHI,0,Thu,Y,Skyline - Fisher Heights,KNOXDALE-MERIVALE,Sector 17,11/21/2019 5:00:00 AM,11/21/2019 5:00:00 AM,2019,365594.895052725,5024822.51677202
35545,2014,HOND,CIV,2DR,BLK,0,Sat,Y,Skyline - Fisher Heights,KNOXDALE-MERIVALE,Sector 17,2/17/2019 5:00:00 AM,2/16/2019 5:00:00 AM,2019,365253.893190624,5025115.51975362
35546,0,CHEV,SON,4DR,WHI,0,Tue,Y,Skyline - Fisher Heights,KNOXDALE-MERIVALE,Sector 17,5/21/2019 4:00:00 AM,5/21/2019 4:00:00 AM,2019,365814.895017337,5025595.52373949
35547,2010,BUIC,ENC,CARRY,WHI,0,Sun,Y,Skyline - Fisher Heights,KNOXDALE-MERIVALE,Sector 17,11/4/2019 5:00:00 AM,11/4/2019 5:00:00 AM,2019,365349.893196176,5024961.51788928
35548,2010,FORD,EC1,OTHER,WHIONG,0,Thu,Y,Skyline - Fisher Heights,KNOXDALE-MERIVALE,Sector 17,6/5/2020 4:00:00 AM,6/4/2020 4:00:00 AM,2020,364676.883475368,5024151.52507311
35549,2015,NISS,ROG,CARRY,SIL,22000,Wed,Y,Skyline - Fisher Heights,KNOXDALE-MERIVALE,Sector 17,12/16/2020 5:00:00 AM,12/16/2020 5:00:00 AM,2020,365254.716196838,5025179.16881404
35550,2006,TOYT,RAV,CARRY,BLU,5500,Mon,Y,Skyline - Fisher Heights,KNOXDALE-MERIVALE,Sector 17,8/17/2020 4:00:00 AM,8/17/2020 4:00:00 AM,2020,366075.897168077,5025175.51974106
35551,2021,GMC,SRA,PICKUP,WHI,0,Wed,N,Skyline - Fisher Heights,KNOXDALE-MERIVALE,Sector 17,6/21/2021 4:00:00 AM,6/16/2021 4:00:00 AM,2021,365254.716196838,5025179.16881404
35552,2019,TOYT,HIG,CARRY,RED,55000,Thu,N,Skyline - Fisher Heights,KNOXDALE-MERIVALE,Sector 17,3/4/2021 5:00:00 AM,3/4/2021 5:00:00 AM,2021,366191.897147036,5025735.52449755
35553,2015,NISS,VER,4DR,BLU,2000,Wed,Y,Skyline - Fisher Heights,KNOXDALE-MERIVALE,Sector 17,12/23/2021 5:00:00 AM,12/23/2021 5:00:00 AM,2021,366191.897147036,5025735.52449755
35554,2012,FORD,FOC,4DR,RED,0,Wed,N,Skyline - Fisher Heights,KNOXDALE-MERIVALE,Sector 17,2/16/2022 5:00:00 AM,9/1/2021 4:00:00 AM,2021,365254.716196838,5025179.16881404
35555,0,PONT,GRM,NA,NA,0,Wed,N,Skyline - Fisher Heights,KNOXDALE-MERIVALE,Sector 17,2/16/2022 5:00:00 AM,9/1/2021 4:00:00 AM,2021,365254.716196838,5025179.16881404
35556,0,PONT,GRM,NA,BLU,0,Wed,N,Skyline - Fisher Heights,KNOXDALE-MERIVALE,Sector 17,2/16/2022 5:00:00 AM,9/1/2021 4:00:00 AM,2021,365254.716196838,5025179.16881404
35557,0,FORD,ESC,NA,GRN,0,Wed,N,Skyline - Fisher Heights,KNOXDALE-MERIVALE,Sector 17,2/16/2022 5:00:00 AM,9/1/2021 4:00:00 AM,2021,365254.716196838,5025179.16881404
35558,2019,TOYT,HIG,CARRY,WHI,0,Wed,N,Skyline - Fisher Heights,KNOXDALE-MERIVALE,Sector 17,3/4/2021 5:00:00 AM,3/4/2021 5:00:00 AM,2021,366256.897971773,5025579.52377353
35559,2022,TOYT,HIG,CARRY,BLU,75000,Fri,Y,Skyline - Fisher Heights,KNOXDALE-MERIVALE,Sector 17,12/16/2022 5:00:00 AM,12/16/2022 5:00:00 AM,2022,366223.897152459,5025660.52374891
35560,0,NA,NA,NA,BLK,0,Tue,N,Skyline - Fisher Heights,KNOXDALE-MERIVALE,Sector 17,7/6/2022 4:00:00 AM,7/6/2022 4:00:00 AM,2022,364358.889246542,5024889.51685774
35561,0,NA,NA,NA,YEL,0,Tue,N,Skyline - Fisher Heights,KNOXDALE-MERIVALE,Sector 17,7/6/2022 4:00:00 AM,7/6/2022 4:00:00 AM,2022,364358.889246542,5024889.51685774
35562,0,NA,NA,NA,RED,0,Tue,N,Skyline - Fisher Heights,KNOXDALE-MERIVALE,Sector 17,7/6/2022 4:00:00 AM,7/6/2022 4:00:00 AM,2022,364358.889246542,5024889.51685774
35563,2022,TRIT,ELIT,OTHER,OTH,0,Tue,N,Skyline - Fisher Heights,KNOXDALE-MERIVALE,Sector 17,7/6/2022 4:00:00 AM,7/6/2022 4:00:00 AM,2022,364358.889246542,5024889.51685774
35564,2022,EHAU,112,OTHER,BLK,0,Tue,N,Skyline - Fisher Heights,KNOXDALE-MERIVALE,Sector 17,7/6/2022 4:00:00 AM,7/6/2022 4:00:00 AM,2022,364358.889246542,5024889.51685774
35565,2013,GTX,NA,NA,WHIGLD,0,Tue,N,Skyline - Fisher Heights,KNOXDALE-MERIVALE,Sector 17,9/14/2022 4:00:00 AM,9/14/2022 4:00:00 AM,2022,364358.889246542,5024889.51685774
35566,2013,TRIT,LTW,NA,SIL,0,Tue,N,Skyline - Fisher Heights,KNOXDALE-MERIVALE,Sector 17,9/14/2022 4:00:00 AM,9/14/2022 4:00:00 AM,2022,364358.889246542,5024889.51685774
35567,2015,HOND,CIV,4DR,BLU,0,Fri,Y,Skyline - Fisher Heights,KNOXDALE-MERIVALE,Sector 17,9/13/2022 4:00:00 AM,9/9/2022 4:00:00 AM,2022,364459.900232061,5024658.20819438
35568,2008,HOND,CIV,4DR,GRY,0,Fri,Y,Skyline - Fisher Heights,KNOXDALE-MERIVALE,Sector 17,7/15/2022 4:00:00 AM,7/15/2022 4:00:00 AM,2022,364817.449418537,5024948.57232786
35569,2021,CHEV,SLV,PICKUP,WHI,0,Fri,Y,Skyline - Fisher Heights,KNOXDALE-MERIVALE,Sector 17,3/12/2022 5:00:00 AM,3/11/2022 5:00:00 AM,2022,364617.112130016,5024296.62209152
35570,2021,CHEV,SLV,PICKUP,WHI,0,Mon,Y,Skyline - Fisher Heights,KNOXDALE-MERIVALE,Sector 17,7/4/2022 4:00:00 AM,5/23/2022 4:00:00 AM,2022,364617.112130016,5024296.62209152
35571,2018,TOYT,HIG,CARRY,WHI,0,Sat,N,Skyline - Fisher Heights,KNOXDALE-MERIVALE,Sector 17,3/12/2022 5:00:00 AM,3/12/2022 5:00:00 AM,2022,366256.897971773,5025579.52377353
35572,2021,DODG,DUR,CARRY,WHI,0,Fri,N,Skyline - Fisher Heights,KNOXDALE-MERIVALE,Sector 17,2/5/2022 5:00:00 AM,2/5/2022 5:00:00 AM,2022,365814.895017337,5025595.52373949
35573,2021,FORD,RNG,PICKUP,BLK,0,Sat,Y,Skyline - Fisher Heights,KNOXDALE-MERIVALE,Sector 17,9/4/2022 4:00:00 AM,9/4/2022 4:00:00 AM,2022,365759.895008705,5025062.51862412
35574,2020,HOND,NA,CARRY,BLK,0,Tue,Y,Skyline - Fisher Heights,KNOXDALE-MERIVALE,Sector 17,8/30/2022 4:00:00 AM,8/30/2022 4:00:00 AM,2022,365759.895008705,5025062.51862412
35575,2018,TOYT,TAC,PICKUP,RED,0,Thu,N,Skyline - Fisher Heights,KNOXDALE-MERIVALE,Sector 17,6/3/2022 4:00:00 AM,6/3/2022 4:00:00 AM,2022,365840.89610272,5025143.51972537
35576,0,NA,NA,NA,BLK,0,Thu,N,Skyline - Fisher Heights,KNOXDALE-MERIVALE,Sector 17,7/4/2022 4:00:00 AM,6/30/2022 4:00:00 AM,2022,366166.897195395,5026027.52668621
35577,2010,MAZD,M3,4DR,GRY,0,Mon,Y,Skyline - Fisher Heights,KNOXDALE-MERIVALE,Sector 17,3/6/2023 5:00:00 AM,3/6/2023 5:00:00 AM,2023,365789.896087539,5024841.51679633
35578,2019,RAM,15,PICKUP,RED,0,Thu,Y,Skyline - Fisher Heights,KNOXDALE-MERIVALE,Sector 17,2/9/2023 5:00:00 AM,2/9/2023 5:00:00 AM,2023,365056.375447083,5023899.81290045
35579,2020,TOYT,HIG,CARRY,BRN,50000,Thu,Y,Skyline - Fisher Heights,KNOXDALE-MERIVALE,Sector 17,2/23/2023 5:00:00 AM,2/23/2023 5:00:00 AM,2023,365448.413168891,5024753.76780506
35580,2018,HYUN,ELN,4DR,GRY,0,Wed,N,Skyline - Fisher Heights,KNOXDALE-MERIVALE,Sector 17,3/31/2023 4:00:00 AM,3/29/2023 4:00:00 AM,2023,365630.895098729,5025581.52374673
35581,2019,TOYT,RAV,CARRY,GRY,45000,Wed,N,Skyline - Fisher Heights,KNOXDALE-MERIVALE,Sector 17,4/20/2023 4:00:00 AM,4/19/2023 4:00:00 AM,2023,364971.892152696,5024497.51385406
35582,2018,HYUN,SAN,CARRY,WHI,0,Mon,N,Skyline - Fisher Heights,KNOXDALE-MERIVALE,Sector 17,5/8/2023 4:00:00 AM,5/8/2023 4:00:00 AM,2023,364817.449418537,5024948.57232786
35583,2016,HOND,FIT,4DR,WHI,0,Fri,Y,Civic Hospital-Central Park,RIVER,Sector 21,9/22/2018 4:00:00 AM,9/21/2018 4:00:00 AM,2018,365874.142276911,5026720.97025708
35584,2003,BUIC,CEN,4DR,BRN,5000,Sat,Y,Civic Hospital-Central Park,RIVER,Sector 21,8/18/2018 4:00:00 AM,8/18/2018 4:00:00 AM,2018,364871.95823466,5025988.50953999
35585,2006,MAZD,3,4DR,GRY,0,Sat,Y,Civic Hospital-Central Park,RIVER,Sector 21,5/26/2018 4:00:00 AM,5/26/2018 4:00:00 AM,2018,366818.716495123,5026282.30183952
35586,2011,BMW,28I,CONVER,BLK,0,Mon,Y,Civic Hospital-Central Park,KITCHISSIPPI,Sector 21,2/12/2018 5:00:00 AM,2/13/2018 5:00:00 AM,2018,365197.892228065,5027891.543392
35587,2018,NISS,NA,CARRY,BLU,0,Tue,Y,Civic Hospital-Central Park,KITCHISSIPPI,Sector 21,4/10/2018 4:00:00 AM,4/10/2018 4:00:00 AM,2018,364618.866693757,5027759.54392749
35588,2012,SUBA,FOR,CARRY,SIL,0,Mon,Y,Civic Hospital-Central Park,KITCHISSIPPI,Sector 21,6/5/2018 4:00:00 AM,6/4/2018 4:00:00 AM,2018,366112.895078865,5028687.54903433
35589,0,NA,NA,MOTO,BLKWHI,0,Mon,N,Civic Hospital-Central Park,KITCHISSIPPI,Sector 21,10/29/2018 4:00:00 AM,10/29/2018 4:00:00 AM,2018,365216.372454201,5028496.19390783
35590,2012,MAZD,M3,4DR,RED,0,Thu,Y,Civic Hospital-Central Park,KITCHISSIPPI,Sector 21,11/8/2018 5:00:00 AM,11/8/2018 5:00:00 AM,2018,365805.894314172,5028664.54901915
35591,2013,NISS,SEN,4DR,BLK,0,Sun,Y,Civic Hospital-Central Park,KITCHISSIPPI,Sector 21,10/7/2018 4:00:00 AM,10/7/2018 4:00:00 AM,2018,365805.894314172,5028664.54901915
35592,2017,HYUN,NA,CARRY,GRY,0,Thu,N,Civic Hospital-Central Park,KITCHISSIPPI,Sector 21,11/14/2019 5:00:00 AM,11/14/2019 5:00:00 AM,2019,365657.893253009,5028516.54824431
35593,2008,HOND,CIVI,4DR,BLK,0,Tue,Y,Civic Hospital-Central Park,RIVER,Sector 21,8/28/2019 4:00:00 AM,8/27/2019 4:00:00 AM,2019,365874.142276911,5026720.97025708
35594,2006,KIA,SPE,NA,RED,0,Sat,N,Civic Hospital-Central Park,RIVER,Sector 21,10/5/2019 4:00:00 AM,10/5/2019 4:00:00 AM,2019,365874.142276911,5026720.97025708
35595,2014,HOND,CIV,4DR,GRY,0,Mon,Y,Civic Hospital-Central Park,RIVER,Sector 21,11/29/2019 5:00:00 AM,11/26/2019 5:00:00 AM,2019,364337.616354766,5025200.97380425
35596,0,DEER,160,TRACT,LGR,0,Mon,Y,Civic Hospital-Central Park,KITCHISSIPPI,Sector 21,6/17/2019 4:00:00 AM,6/18/2019 4:00:00 AM,2019,366059.895053779,5028447.54713927
35597,2018,LEXS,LX57,CARRY,BLK,0,Tue,N,Civic Hospital-Central Park,KITCHISSIPPI,Sector 21,7/9/2019 4:00:00 AM,7/9/2019 4:00:00 AM,2019,366112.895078865,5028687.54903433
35598,2017,BMW,BX3,4DR,BLK,50000,Sat,Y,Civic Hospital-Central Park,KITCHISSIPPI,Sector 21,6/9/2019 4:00:00 AM,6/8/2019 4:00:00 AM,2019,365188.891451082,5028143.54525097
35599,2011,FORD,F15,PICKUP,BLK,0,Sat,Y,Civic Hospital-Central Park,KITCHISSIPPI,Sector 21,4/14/2019 4:00:00 AM,4/13/2019 4:00:00 AM,2019,365705.893290693,5028788.55011298
35600,2017,BMW,NA,CARRY,BLK,86000,Wed,Y,Civic Hospital-Central Park,KITCHISSIPPI,Sector 21,6/28/2019 4:00:00 AM,5/22/2019 4:00:00 AM,2019,365593.893306297,5028658.54901296
35601,2018,LNDR,RRV,CARRY,BLK,0,Wed,Y,Civic Hospital-Central Park,KITCHISSIPPI,Sector 21,6/28/2019 4:00:00 AM,5/22/2019 4:00:00 AM,2019,365593.893306297,5028658.54901296
35602,2006,TOYT,TACO,PICKUP,BLK,0,Fri,Y,Civic Hospital-Central Park,KITCHISSIPPI,Sector 21,12/27/2019 5:00:00 AM,12/27/2019 5:00:00 AM,2019,365805.894314172,5028664.54901915
35603,0,TOWR,NA,OTHER,WHI,0,Wed,N,Civic Hospital-Central Park,RIVER,Sector 21,8/7/2019 4:00:00 AM,7/31/2019 4:00:00 AM,2019,366917.381990747,5027987.93790918
35604,2006,MAZD,M3,4DR,GRY,0,Sun,Y,Civic Hospital-Central Park,KITCHISSIPPI,Sector 21,12/8/2019 5:00:00 AM,12/8/2019 5:00:00 AM,2019,365356.892211058,5028382.54718226
35605,2016,HYUN,SANT,CARRY,BLK,0,Tue,Y,Civic Hospital-Central Park,RIVER,Sector 21,8/20/2019 4:00:00 AM,8/20/2019 4:00:00 AM,2019,365427.893271418,5028015.54418624
35606,2019,LEXS,RX3,VAN,WHI,75000,Wed,N,Civic Hospital-Central Park,RIVER,Sector 21,11/18/2020 5:00:00 AM,11/18/2020 5:00:00 AM,2020,364474.053396442,5025466.20769718
35607,2017,TOYT,PRI,4DR,GRY,0,Sat,Y,Civic Hospital-Central Park,KITCHISSIPPI,Sector 21,10/31/2020 4:00:00 AM,10/31/2020 4:00:00 AM,2020,365657.893253009,5028516.54824431
35608,2017,FORD,NA,OTHER,WHI,0,Mon,Y,Civic Hospital-Central Park,KITCHISSIPPI,Sector 21,3/9/2020 4:00:00 AM,3/9/2020 4:00:00 AM,2020,365657.893253009,5028516.54824431
35609,0,NA,NA,OTHER,BLK,0,Sun,N,Civic Hospital-Central Park,KITCHISSIPPI,Sector 21,4/6/2020 4:00:00 AM,4/5/2020 4:00:00 AM,2020,365657.893253009,5028516.54824431
35610,2007,NISS,VER,4DR,SIL,2200,Fri,N,Civic Hospital-Central Park,RIVER,Sector 21,7/7/2020 4:00:00 AM,7/3/2020 4:00:00 AM,2020,365874.142276911,5026720.97025708
35611,2019,FORD,EDG,CARRY,GRY,0,Tue,Y,Civic Hospital-Central Park,RIVER,Sector 21,12/1/2020 5:00:00 AM,12/2/2020 5:00:00 AM,2020,365874.142276911,5026720.97025708
35612,2014,TOYT,COA,4DR,RED,0,Mon,Y,Civic Hospital-Central Park,RIVER,Sector 21,6/12/2020 4:00:00 AM,6/8/2020 4:00:00 AM,2020,366851.444016848,5026351.88939035
