"","OBJECTID","Vehicle.Year","Vehicle.Make","Vehicle.Model","Vehicle.Style","Vehicle.Colour","Vehicle.Value","Weekday","Recovered","Neighbourhood","Ward","Sector","Reported.Date","Occurred.Date","Year","x","y"
"3580",37896,2016,"TOYT","COA","4DR","DGR",0,"Mon","Y","East Industrial","BEACON HILL-CYRVILLE","Sector 33","1/23/2018 5:00:00 AM","1/22/2018 5:00:00 AM",2018,374161.259793425,5031268.20252571
"3581",37897,2007,"INTL","40S","OTHER","ONG",0,"Mon","Y","East Industrial","ALTA VISTA","Sector 33","1/1/2018 5:00:00 AM","1/1/2018 5:00:00 AM",2018,373498.920954721,5030382.55448729
"3582",37898,2016,"HOND",NA,"4DR","BLK",20000,"Wed","N","East Industrial","BEACON HILL-CYRVILLE","Sector 33","10/25/2018 4:00:00 AM","10/25/2018 4:00:00 AM",2018,375199.926836784,5031215.55649488
"3583",37899,0,"DODG","R15",NA,"BLK",0,"Wed","N","East Industrial","BEACON HILL-CYRVILLE","Sector 33","4/4/2018 4:00:00 AM","4/5/2018 4:00:00 AM",2018,374866.473541813,5031003.33575292
"3584",37900,2011,"GMC","SRA","PICKUP","WHI",0,"Mon","Y","East Industrial","ALTA VISTA","Sector 33","6/18/2018 4:00:00 AM","6/18/2018 4:00:00 AM",2018,370971.115921672,5031262.72349858
"3585",37901,2002,"HOND","CRV","CARRY","GRY",0,"Mon","Y","East Industrial","GLOUCESTER-SOUTHGATE","Sector 33","5/7/2018 4:00:00 AM","5/7/2018 4:00:00 AM",2018,373645.089564421,5027892.48129795
"3586",37902,2018,"GM",NA,"VAN","WHI",38000,"Fri","N","East Industrial","GLOUCESTER-SOUTHGATE","Sector 33","9/17/2018 4:00:00 AM","9/14/2018 4:00:00 AM",2018,374904.933562351,5027198.52900337
"3587",37903,2011,"TOYT","VEN","CARRY","GRY",0,"Mon","Y","East Industrial","ALTA VISTA","Sector 33","8/6/2018 4:00:00 AM","8/6/2018 4:00:00 AM",2018,374290.761875072,5029243.88176692
"3588",37904,2005,"AUDI","AA4","STWGN","SIL",0,"Fri","N","East Industrial","ALTA VISTA","Sector 33","3/24/2018 4:00:00 AM","3/23/2018 4:00:00 AM",2018,374176.924719339,5029841.54858199
"3589",37905,2008,"BMW","35X","2DR","RED",0,"Thu","N","East Industrial","GLOUCESTER-SOUTHGATE","Sector 33","10/30/2018 4:00:00 AM","10/25/2018 4:00:00 AM",2018,375619.936393146,5027234.52818966
"3590",37906,2006,"PONT","MTA","VAN","RED",1500,"Wed","N","East Industrial","GLOUCESTER-SOUTHGATE","Sector 33","3/28/2018 4:00:00 AM","3/28/2018 4:00:00 AM",2018,374904.933562351,5027198.52900337
"3591",37907,0,"KUBO","3690","OTHER","YELONG",45000,"Fri","N","East Industrial","ALTA VISTA","Sector 33","1/20/2018 5:00:00 AM","1/19/2018 5:00:00 AM",2018,370872.760317118,5030708.74352424
"3592",37908,0,"MASS","2690","OTHER","REDGRY",0,"Fri","N","East Industrial","ALTA VISTA","Sector 33","1/20/2018 5:00:00 AM","1/19/2018 5:00:00 AM",2018,370872.760317118,5030708.74352424
"3593",37909,2013,"FORD","F35","PICKUP","WHI",0,"Thu","N","East Industrial","ALTA VISTA","Sector 33","4/6/2018 4:00:00 AM","4/5/2018 4:00:00 AM",2018,370872.760317118,5030708.74352424
"3594",37910,1995,"NISS",NA,NA,"BGE",0,"Sat","N","East Industrial","GLOUCESTER-SOUTHGATE","Sector 33","1/28/2019 5:00:00 AM","12/1/2018 5:00:00 AM",2018,375619.936393146,5027234.52818966
"3595",37911,2009,"HINO",NA,NA,"WHI",0,"Fri","N","East Industrial","GLOUCESTER-SOUTHGATE","Sector 33","11/5/2018 5:00:00 AM","11/2/2018 4:00:00 AM",2018,375263.222566308,5027364.57604554
"3596",37912,2013,"HYUN","SON","4DR","GRY",0,"Sun","Y","East Industrial","ALTA VISTA","Sector 33","4/21/2019 4:00:00 AM","4/22/2019 4:00:00 AM",2019,371686.147404967,5030538.47448768
"3597",37913,2004,"TOYT","ECH","OTHER","GLD",0,"Sat","Y","East Industrial","ALTA VISTA","Sector 33","4/29/2019 4:00:00 AM","4/27/2019 4:00:00 AM",2019,372980.919183984,5030622.55747615
"3598",37914,1996,"FORD","COF","DUMP","WHI",0,"Thu","Y","East Industrial","BEACON HILL-CYRVILLE","Sector 33","12/5/2019 5:00:00 AM","12/5/2019 5:00:00 AM",2019,372857.917046714,5031357.56336962
"3599",37915,2003,"FORD","EXP","CARRY","BLU",4500,"Wed","N","East Industrial","ALTA VISTA","Sector 33","2/6/2019 5:00:00 AM","1/30/2019 5:00:00 AM",2019,373314.921006012,5030269.5536954
"3600",37916,2004,"CHRY","300M","4DR","BLK",0,"Mon","N","East Industrial","ALTA VISTA","Sector 33","12/10/2019 5:00:00 AM","10/8/2019 4:00:00 AM",2019,373727.921813457,5030351.55367893
"3601",37917,2016,"LNDR","RRV","CARRY","BLK",0,"Sun","Y","East Industrial","BEACON HILL-CYRVILLE","Sector 33","9/9/2019 4:00:00 AM","9/9/2019 4:00:00 AM",2019,372857.917046714,5031357.56336962
"3602",37918,2017,"JAGU","FPR","4DR","GRY",0,"Sun","Y","East Industrial","BEACON HILL-CYRVILLE","Sector 33","9/9/2019 4:00:00 AM","9/9/2019 4:00:00 AM",2019,372857.917046714,5031357.56336962
"3603",37919,2019,"JAGU","F","CONVER","SIL",0,"Fri","Y","East Industrial","BEACON HILL-CYRVILLE","Sector 33","11/29/2019 5:00:00 AM","11/29/2019 5:00:00 AM",2019,372857.917046714,5031357.56336962
"3604",37920,2003,"DODG","CVN","VAN","RED",0,"Thu","N","East Industrial","ALTA VISTA","Sector 33","12/13/2019 5:00:00 AM","12/12/2019 5:00:00 AM",2019,374862.928732794,5029549.54557261
"3605",37921,2005,"FORD","F15","PICKUP","WHI",0,"Mon","Y","East Industrial","BEACON HILL-CYRVILLE","Sector 33","5/15/2019 4:00:00 AM","5/13/2019 4:00:00 AM",2019,373829.450573075,5031515.68510698
"3606",37922,2015,NA,NA,"MOTO","BLK",14000,"Tue","N","East Industrial","BEACON HILL-CYRVILLE","Sector 33","7/24/2019 4:00:00 AM","7/24/2019 4:00:00 AM",2019,373829.450573075,5031515.68510698
"3607",37923,2014,"GMC","ACA","CARRY","GRY",0,"Sat","N","East Industrial","ALTA VISTA","Sector 33","2/23/2019 5:00:00 AM","2/23/2019 5:00:00 AM",2019,372940.918048793,5030711.55851361
"3608",37924,2004,"FORD","F35","PICKUP","GRY",0,"Mon","Y","East Industrial","ALTA VISTA","Sector 33","9/9/2019 4:00:00 AM","9/9/2019 4:00:00 AM",2019,372980.919183984,5030622.55747615
"3609",37925,1994,"MERZ","E32","4DR","SIL",0,"Mon","Y","East Industrial","ALTA VISTA","Sector 33","11/23/2019 5:00:00 AM","11/18/2019 5:00:00 AM",2019,372980.919183984,5030622.55747615
"3610",37926,2019,"FORD","EXP","CARRY","WHI",0,"Wed","Y","East Industrial","ALTA VISTA","Sector 33","7/29/2019 4:00:00 AM","7/24/2019 4:00:00 AM",2019,373132.91916425,5030677.55745071
"3611",37927,2009,"CHEV","SLV","PICKUP","BLK",0,"Sun","N","East Industrial","ALTA VISTA","Sector 33","12/2/2019 5:00:00 AM","12/2/2019 5:00:00 AM",2019,373351.921889085,5029738.54968823
"3612",37928,2019,"BMW","7CX","4DR","WHI",0,"Mon","Y","East Industrial","GLOUCESTER-SOUTHGATE","Sector 33","2/8/2019 5:00:00 AM","1/28/2019 5:00:00 AM",2019,374414.49356754,5026769.71505553
"3613",37929,2019,"FORD","TST","VAN","YEL",0,"Thu","Y","East Industrial","GLOUCESTER-SOUTHGATE","Sector 33","10/30/2019 4:00:00 AM","10/3/2019 4:00:00 AM",2019,374579.93170876,5027372.53115949
"3614",37930,2009,"CHEV","SLV","PICKUP","WHI",0,"Sun","Y","East Industrial","GLOUCESTER-SOUTHGATE","Sector 33","2/10/2019 5:00:00 AM","2/10/2019 5:00:00 AM",2019,374904.933562351,5027198.52900337
"3615",37931,2018,"CASE","580","OTHER","YEL",0,"Fri","N","East Industrial","ALTA VISTA","Sector 33","12/30/2019 5:00:00 AM","12/27/2019 5:00:00 AM",2019,374176.924719339,5029841.54858199
"3616",37932,2012,"BMW","X12","STWGN","BRZ",14000,"Sat","Y","East Industrial","ALTA VISTA","Sector 33","6/8/2019 4:00:00 AM","6/8/2019 4:00:00 AM",2019,374694.412302669,5028956.562224
"3617",37933,2003,"FORD","F250","PICKUP","WHI",0,"Wed","Y","East Industrial","GLOUCESTER-SOUTHGATE","Sector 33","10/9/2019 4:00:00 AM","10/9/2019 4:00:00 AM",2019,375288.087501413,5027640.83709722
"3618",37934,2005,"GMC","550","OTHER","WHI",0,"Mon","N","East Industrial","GLOUCESTER-SOUTHGATE","Sector 33","8/7/2019 4:00:00 AM","8/5/2019 4:00:00 AM",2019,375357.936410594,5026585.52404608
"3619",37935,2003,"VOLK","JET","4DR","BLU",0,"Fri","Y","East Industrial","GLOUCESTER-SOUTHGATE","Sector 33","11/23/2019 5:00:00 AM","11/22/2019 5:00:00 AM",2019,375619.936393146,5027234.52818966
"3620",37936,2016,"GMC","SIE","PICKUP","WHI",0,"Fri","Y","East Industrial","GLOUCESTER-SOUTHGATE","Sector 33","11/22/2019 5:00:00 AM","11/22/2019 5:00:00 AM",2019,375953.01510996,5026687.72956729
"3621",37937,2019,"KIA","FNG","4DR","WHI",0,"Tue","Y","East Industrial","ALTA VISTA","Sector 33","11/19/2019 5:00:00 AM","11/19/2019 5:00:00 AM",2019,371421.089355516,5030900.32875624
"3622",37938,2015,"DODG","DUR","CARRY","GRY",0,"Sun","N","East Industrial","ALTA VISTA","Sector 33","5/26/2019 4:00:00 AM","5/26/2019 4:00:00 AM",2019,371421.089355516,5030900.32875624
"3623",37939,0,NA,NA,NA,NA,0,"Wed","Y","East Industrial","ALTA VISTA","Sector 33","2/7/2019 5:00:00 AM","2/6/2019 5:00:00 AM",2019,371686.147404967,5030538.47448768
"3624",37940,2013,"LEXS","GS3","4DR","BLK",0,"Wed","Y","East Industrial","ALTA VISTA","Sector 33","6/6/2019 4:00:00 AM","6/5/2019 4:00:00 AM",2019,372465.917033741,5030278.55561346
"3625",37941,2004,"FORD","F35","PICKUP","GRY",0,"Tue","Y","East Industrial","ALTA VISTA","Sector 33","5/16/2019 4:00:00 AM","5/14/2019 4:00:00 AM",2019,372350.030465017,5030663.10147571
"3626",37942,2004,"MANA",NA,"OTHER","WHI",0,"Mon","Y","East Industrial","ALTA VISTA","Sector 33","6/28/2019 4:00:00 AM","6/24/2019 4:00:00 AM",2019,374862.928732794,5029549.54557261
"3627",37943,2010,"2010","FORD","4DR","GRY",0,"Fri","Y","East Industrial","ALTA VISTA","Sector 33","8/14/2020 4:00:00 AM","8/14/2020 4:00:00 AM",2020,371686.147404967,5030538.47448768
"3628",37944,0,NA,NA,NA,"BLK",0,"Wed","N","East Industrial","ALTA VISTA","Sector 33","8/20/2020 4:00:00 AM","8/19/2020 4:00:00 AM",2020,373673.921812332,5030480.55445284
"3629",37945,2013,"HINO",NA,NA,"WHI",50000,"Wed","Y","East Industrial","ALTA VISTA","Sector 33","3/25/2020 4:00:00 AM","3/25/2020 4:00:00 AM",2020,374658.927665607,5029475.54473107
"3630",37946,0,"VOLV",NA,"CARRY","WHI",0,"Sat","Y","East Industrial","BEACON HILL-CYRVILLE","Sector 33","9/19/2020 4:00:00 AM","9/19/2020 4:00:00 AM",2020,372857.917046714,5031357.56336962
"3631",37947,2008,"MITS","ECL","4DR","GRN",0,"Wed","Y","East Industrial","ALTA VISTA","Sector 33","6/24/2020 4:00:00 AM","6/24/2020 4:00:00 AM",2020,372940.918048793,5030711.55851361
"3632",37948,2016,"HOND","CIV","2DR","BLU",0,"Fri","N","East Industrial","BEACON HILL-CYRVILLE","Sector 33","5/12/2020 4:00:00 AM","5/8/2020 4:00:00 AM",2020,373929.920905354,5031212.55953409
"3633",37949,0,NA,NA,NA,"GRN",0,"Sun","N","East Industrial","BEACON HILL-CYRVILLE","Sector 33","7/5/2020 4:00:00 AM","6/21/2020 4:00:00 AM",2020,373929.920905354,5031212.55953409
"3634",37950,0,NA,NA,NA,"YELSIL",0,"Sun","N","East Industrial","BEACON HILL-CYRVILLE","Sector 33","7/5/2020 4:00:00 AM","6/21/2020 4:00:00 AM",2020,373929.920905354,5031212.55953409
"3635",37951,0,NA,NA,NA,"BLURED",0,"Sun","N","East Industrial","BEACON HILL-CYRVILLE","Sector 33","7/5/2020 4:00:00 AM","6/21/2020 4:00:00 AM",2020,373929.920905354,5031212.55953409
"3636",37952,2010,"HYUN","SAN","CARRY","GRY",0,"Thu","Y","East Industrial","ALTA VISTA","Sector 33","2/13/2020 5:00:00 AM","2/13/2020 5:00:00 AM",2020,372980.919183984,5030622.55747615
"3637",37953,0,NA,NA,"OTHER","ONGWHI",0,"Sun","N","East Industrial","BEACON HILL-CYRVILLE","Sector 33","1/20/2020 5:00:00 AM","1/19/2020 5:00:00 AM",2020,374629.923875272,5031241.55837221
"3638",37954,0,NA,NA,NA,NA,0,"Sun","N","East Industrial","BEACON HILL-CYRVILLE","Sector 33","1/20/2020 5:00:00 AM","1/19/2020 5:00:00 AM",2020,374629.923875272,5031241.55837221
"3639",37955,0,NA,NA,NA,"BLKYEL",60000,"Sun","N","East Industrial","BEACON HILL-CYRVILLE","Sector 33","1/20/2020 5:00:00 AM","1/20/2020 5:00:00 AM",2020,374629.923875272,5031241.55837221
"3640",37956,2019,NA,NA,NA,"BLK",0,"Sun","Y","East Industrial","BEACON HILL-CYRVILLE","Sector 33","1/20/2020 5:00:00 AM","1/20/2020 5:00:00 AM",2020,374629.923875272,5031241.55837221
"3641",37957,2001,"TOYT","COA","4DR","BLK",600,"Sun","Y","East Industrial","BEACON HILL-CYRVILLE","Sector 33","9/6/2020 4:00:00 AM","9/6/2020 4:00:00 AM",2020,375199.926836784,5031215.55649488
"3642",37958,2012,"NISS","VER","4DR","GRY",5000,"Tue","Y","East Industrial","ALTA VISTA","Sector 33","12/23/2020 5:00:00 AM","12/22/2020 5:00:00 AM",2020,373727.921813457,5030351.55367893
"3643",37959,0,"MITS","RVR",NA,"GRY",0,"Sun","Y","East Industrial","GLOUCESTER-SOUTHGATE","Sector 33","11/30/2020 5:00:00 AM","7/5/2020 4:00:00 AM",2020,374414.49356754,5026769.71505553
"3644",37960,2016,"HYUN","SAN","CARRY","WHI",0,"Tue","Y","East Industrial","ALTA VISTA","Sector 33","9/15/2020 4:00:00 AM","9/15/2020 4:00:00 AM",2020,374290.761875072,5029243.88176692
"3645",37961,2013,"HOND",NA,"4DR","WHI",0,"Sun","Y","East Industrial","ALTA VISTA","Sector 33","4/5/2020 4:00:00 AM","4/5/2020 4:00:00 AM",2020,374862.928732794,5029549.54557261
"3646",37962,2014,"JEEP",NA,"CARRY","BLK",0,"Fri","N","East Industrial","ALTA VISTA","Sector 33","9/25/2020 4:00:00 AM","9/26/2020 4:00:00 AM",2020,374908.38057248,5028603.53240895
"3647",37963,0,"CHEV","TAH",NA,"BLK",0,"Fri","Y","East Industrial","ALTA VISTA","Sector 33","2/27/2020 5:00:00 AM","2/21/2020 5:00:00 AM",2020,375130.386728481,5029015.13877081
"3648",37964,0,"CHEV","TAH",NA,"BLK",0,"Fri","Y","East Industrial","ALTA VISTA","Sector 33","2/27/2020 5:00:00 AM","2/21/2020 5:00:00 AM",2020,375130.386728481,5029015.13877081
"3649",37965,2018,"CHEV","EXP",NA,"WHI",27000,"Fri","Y","East Industrial","ALTA VISTA","Sector 33","9/14/2020 4:00:00 AM","9/11/2020 4:00:00 AM",2020,375130.386728481,5029015.13877081
"3650",37966,2003,"FORD","DRW","PICKUP","GLD",0,"Fri","Y","East Industrial","GLOUCESTER-SOUTHGATE","Sector 33","6/26/2020 4:00:00 AM","6/26/2020 4:00:00 AM",2020,374904.933562351,5027198.52900337
"3651",37967,2016,"CANA","DT6","CARRY","BLK",0,"Fri","N","East Industrial","GLOUCESTER-SOUTHGATE","Sector 33","6/26/2020 4:00:00 AM","6/26/2020 4:00:00 AM",2020,374904.933562351,5027198.52900337
"3652",37968,2011,"MERZ","E550","4DR","GRY",0,"Sat","Y","East Industrial","GLOUCESTER-SOUTHGATE","Sector 33","3/2/2020 5:00:00 AM","2/29/2020 5:00:00 AM",2020,374904.933562351,5027198.52900337
"3653",37969,2007,"CHEV","SLV","PICKUP","WHI",60000,"Fri","Y","East Industrial","ALTA VISTA","Sector 33","6/26/2020 4:00:00 AM","6/26/2020 4:00:00 AM",2020,372638.549485664,5030161.09572929
"3654",37970,2011,"DODG","CVN","VAN","WHI",0,"Tue","N","East Industrial","ALTA VISTA","Sector 33","12/12/2020 5:00:00 AM","12/8/2020 5:00:00 AM",2020,374658.927665607,5029475.54473107
"3655",37971,2010,"HINO",NA,"OTHER","WHI",5000,"Tue","Y","East Industrial","ALTA VISTA","Sector 33","8/4/2020 4:00:00 AM","8/5/2020 4:00:00 AM",2020,374658.927665607,5029475.54473107
"3656",37972,2018,"TOYT","MTL","4DR","GRY",0,"Tue","Y","East Industrial","ALTA VISTA","Sector 33","2/25/2020 5:00:00 AM","2/25/2020 5:00:00 AM",2020,370684.909498955,5030591.56162862
"3657",37973,0,"MAZD","M5","4DR","BLK",0,"Sun","N","Hawthorne Meadows - Sheffield Glen","GLOUCESTER-SOUTHGATE","Sector 33","2/9/2020 5:00:00 AM","2/2/2020 5:00:00 AM",2020,374128.488011647,5028175.59981104
"3658",37974,2015,"JEEP",NA,"CARRY","GRY",0,"Wed","N","East Industrial","BEACON HILL-CYRVILLE","Sector 33","1/27/2021 5:00:00 AM","1/27/2021 5:00:00 AM",2021,375047.92574116,5031118.55652945
"3659",37975,2017,"AUDI","AP3","4DR","RED",23999,"Thu","Y","East Industrial","ALTA VISTA","Sector 33","6/10/2021 4:00:00 AM","6/10/2021 4:00:00 AM",2021,373673.921812332,5030480.55445284
"3660",37976,2015,"BMW","BX6","CARRY","BLK",0,"Sun","N","East Industrial","ALTA VISTA","Sector 33","3/15/2021 4:00:00 AM","3/14/2021 5:00:00 AM",2021,371558.76980662,5031320.49476909
"3661",37977,2017,"GMC","SAV","VAN","WHI",35000,"Mon","Y","East Industrial","BEACON HILL-CYRVILLE","Sector 33","3/22/2021 4:00:00 AM","3/22/2021 4:00:00 AM",2021,373829.450573075,5031515.68510698
"3662",37978,0,"MERZ",NA,NA,"SIL",0,"Sun","Y","East Industrial","CAPITAL","Sector 33","9/12/2021 4:00:00 AM","9/12/2021 4:00:00 AM",2021,370386.129526967,5030401.18858376
"3663",37979,2016,"CHEV","EQU","CARRY","BLK",0,"Mon","Y","East Industrial","ALTA VISTA","Sector 33","2/8/2021 5:00:00 AM","2/8/2021 5:00:00 AM",2021,372940.918048793,5030711.55851361
"3664",37980,2016,"FRHT","CSC",NA,"WHI",0,"Sat","Y","East Industrial","ALTA VISTA","Sector 33","7/12/2021 4:00:00 AM","7/10/2021 4:00:00 AM",2021,373132.91916425,5030677.55745071
"3665",37981,2020,"FRHT",NA,NA,"WHI",0,"Mon","Y","East Industrial","ALTA VISTA","Sector 33","7/12/2021 4:00:00 AM","7/12/2021 4:00:00 AM",2021,373132.91916425,5030677.55745071
"3666",37982,2018,"MERZ","300",NA,"BLK",0,"Mon","N","East Industrial","BEACON HILL-CYRVILLE","Sector 33","11/29/2021 5:00:00 AM","11/29/2021 5:00:00 AM",2021,374254.120876759,5030807.25955601
"3667",37983,2009,"NISS",NA,"CARRY","PLE",0,"Wed","Y","East Industrial","ALTA VISTA","Sector 33","8/11/2021 4:00:00 AM","8/12/2021 4:00:00 AM",2021,371178.527670353,5030870.43507691
"3668",37984,0,NA,NA,"OTHER","ONG",0,"Tue","Y","East Industrial","ALTA VISTA","Sector 33","11/9/2021 5:00:00 AM","11/9/2021 5:00:00 AM",2021,371178.527670353,5030870.43507691
"3669",37985,2012,"TOYT",NA,NA,"GRY",0,"Fri","Y","East Industrial","ALTA VISTA","Sector 33","12/31/2021 5:00:00 AM","12/31/2021 5:00:00 AM",2021,371178.527670353,5030870.43507691
"3670",37986,2010,"BMW","750","4DR","BLK",0,"Mon","Y","East Industrial","GLOUCESTER-SOUTHGATE","Sector 33","11/22/2021 5:00:00 AM","11/23/2021 5:00:00 AM",2021,373797.328821632,5027212.14898696
"3671",37987,2021,"MITS","RVR","CARRY","BLU",0,"Thu","N","East Industrial","GLOUCESTER-SOUTHGATE","Sector 33","11/15/2021 5:00:00 AM","10/14/2021 4:00:00 AM",2021,374414.49356754,5026769.71505553
"3672",37988,2022,"MITS","ECL","4DR","GRY",0,"Wed","Y","East Industrial","GLOUCESTER-SOUTHGATE","Sector 33","2/11/2022 5:00:00 AM","12/9/2021 5:00:00 AM",2021,374414.49356754,5026769.71505553
"3673",37989,2018,"GATO","7X1","CARRY","WHI",8000,"Sat","Y","East Industrial","GLOUCESTER-SOUTHGATE","Sector 33","7/21/2021 4:00:00 AM","7/17/2021 4:00:00 AM",2021,374579.93170876,5027372.53115949
"3674",37990,2006,"CHEV","ETV","VAN","WHI",23000,"Sat","Y","East Industrial","ALTA VISTA","Sector 33","5/17/2021 4:00:00 AM","2/27/2021 5:00:00 AM",2021,371558.76980662,5031320.49476909
"3675",37991,0,"FORD","TRA","VAN","WHI",0,"Wed","Y","East Industrial","GLOUCESTER-SOUTHGATE","Sector 33","2/11/2021 5:00:00 AM","2/10/2021 5:00:00 AM",2021,374971.932728771,5027716.53189299
"3676",37992,2009,"DODG","CVN",NA,"GRY",0,"Tue","Y","East Industrial","GLOUCESTER-SOUTHGATE","Sector 33","10/20/2021 4:00:00 AM","10/19/2021 4:00:00 AM",2021,374971.932728771,5027716.53189299
"3677",37993,2018,"FORD","F150","CARRY","WHI",70000,"Sat","Y","East Industrial","GLOUCESTER-SOUTHGATE","Sector 33","9/18/2021 4:00:00 AM","9/19/2021 4:00:00 AM",2021,374971.932728771,5027716.53189299
"3678",37994,2008,"HOND","ACC","2DR","WHI",0,"Wed","N","East Industrial","GLOUCESTER-SOUTHGATE","Sector 33","9/30/2021 4:00:00 AM","9/29/2021 4:00:00 AM",2021,375182.935666072,5026708.52518386
"3679",37995,2011,"MERZ","C5M","4DR","BLK",0,"Sat","N","East Industrial","ALTA VISTA","Sector 33","7/12/2021 4:00:00 AM","7/10/2021 4:00:00 AM",2021,374450.925774191,5029960.54964119
"3680",37996,2008,"HOND","ODY","VAN","GRY",0,"Thu","Y","East Industrial","ALTA VISTA","Sector 33","7/2/2021 4:00:00 AM","7/2/2021 4:00:00 AM",2021,374450.925774191,5029960.54964119
"3681",37997,2010,"VOLK","JES","4DR","SIL",0,"Sat","Y","East Industrial","ALTA VISTA","Sector 33","11/5/2021 4:00:00 AM","10/16/2021 4:00:00 AM",2021,374450.925774191,5029960.54964119
"3682",37998,2012,"BMW","X12","STWGN","WHI",0,"Mon","N","East Industrial","ALTA VISTA","Sector 33","5/19/2021 4:00:00 AM","5/17/2021 4:00:00 AM",2021,374658.927665607,5029475.54473107
"3683",37999,0,"LINC","NAV","CARRY","WHI",0,"Sat","Y","East Industrial","ALTA VISTA","Sector 33","8/28/2022 4:00:00 AM","8/27/2022 4:00:00 AM",2022,372980.919183984,5030622.55747615
"3684",38000,2000,"DODG","R15",NA,"BLK",4500,"Tue","N","East Industrial","ALTA VISTA","Sector 33","11/1/2022 4:00:00 AM","11/1/2022 4:00:00 AM",2022,373727.921813457,5030351.55367893
"3685",38001,2021,NA,NA,NA,"RED",0,"Sat","Y","East Industrial","ALTA VISTA","Sector 33","12/10/2022 5:00:00 AM","12/10/2022 5:00:00 AM",2022,373673.921812332,5030480.55445284
"3686",38002,2020,NA,NA,NA,"RED",0,"Sat","Y","East Industrial","ALTA VISTA","Sector 33","12/10/2022 5:00:00 AM","12/10/2022 5:00:00 AM",2022,373673.921812332,5030480.55445284
"3687",38003,2021,NA,NA,NA,"BLKWHI",0,"Sat","N","East Industrial","ALTA VISTA","Sector 33","12/10/2022 5:00:00 AM","12/10/2022 5:00:00 AM",2022,373673.921812332,5030480.55445284
"3688",38004,2022,"VOLV","ARO","TRACT","WHI",0,"Sat","Y","East Industrial","ALTA VISTA","Sector 33","11/13/2022 5:00:00 AM","11/12/2022 5:00:00 AM",2022,374658.927665607,5029475.54473107
"3689",38005,2010,"TOYT","COA","4DR","GLD",0,"Thu","Y","East Industrial","BEACON HILL-CYRVILLE","Sector 33","11/18/2022 5:00:00 AM","11/17/2022 5:00:00 AM",2022,373400.914518359,5031678.01704176
"3690",38006,2008,"STER",NA,NA,"WHI",0,"Mon","N","East Industrial","ALTA VISTA","Sector 33","11/14/2022 5:00:00 AM","11/14/2022 5:00:00 AM",2022,374862.928732794,5029549.54557261
"3691",38007,2008,"DODG","CVN","VAN","BLU",0,"Mon","N","East Industrial","BEACON HILL-CYRVILLE","Sector 33","11/21/2022 5:00:00 AM","11/22/2022 5:00:00 AM",2022,373829.450573075,5031515.68510698
"3692",38008,2022,"HOND","CRV","CARRY","GRY",0,"Fri","N","East Industrial","ALTA VISTA","Sector 33","10/28/2022 4:00:00 AM","10/28/2022 4:00:00 AM",2022,371758.432301562,5030718.05666036
"3693",38009,2021,"ACUR","RDX","CARRY","BLK",0,"Thu","N","East Industrial","ALTA VISTA","Sector 33","9/22/2022 4:00:00 AM","9/22/2022 4:00:00 AM",2022,371758.432301562,5030718.05666036
"3694",38010,2014,"BMW","28X",NA,"BLK",0,"Wed","Y","East Industrial","BEACON HILL-CYRVILLE","Sector 33","8/31/2022 4:00:00 AM","8/31/2022 4:00:00 AM",2022,373400.914518359,5031678.01704176
"3695",38011,2013,"MERZ","C350",NA,"BLK",0,"Wed","Y","East Industrial","BEACON HILL-CYRVILLE","Sector 33","8/31/2022 4:00:00 AM","8/31/2022 4:00:00 AM",2022,373400.914518359,5031678.01704176
"3696",38012,2012,"MAZD","M3","4DR",NA,0,"Mon","Y","East Industrial","ALTA VISTA","Sector 33","12/5/2022 5:00:00 AM","8/15/2022 4:00:00 AM",2022,373064.933043151,5030843.52341245
"3697",38013,2015,"FORD","F25","PICKUP","GRY",0,"Tue","N","East Industrial","ALTA VISTA","Sector 33","4/20/2022 4:00:00 AM","4/20/2022 4:00:00 AM",2022,372940.918048793,5030711.55851361
"3698",38014,2008,"HOND","CIVI","4DR","WHI",0,"Fri","Y","East Industrial","ALTA VISTA","Sector 33","8/13/2022 4:00:00 AM","8/13/2022 4:00:00 AM",2022,372980.919183984,5030622.55747615
"3699",38015,2011,"DODG","RPC",NA,"BLK",0,"Mon","Y","East Industrial","BEACON HILL-CYRVILLE","Sector 33","9/19/2022 4:00:00 AM","9/19/2022 4:00:00 AM",2022,374254.120876759,5030807.25955601
"3700",38016,2019,"FORD",NA,NA,"WHI",0,"Thu","Y","East Industrial","BEACON HILL-CYRVILLE","Sector 33","9/22/2022 4:00:00 AM","9/22/2022 4:00:00 AM",2022,374254.120876759,5030807.25955601
"3701",38017,2015,"FORD","SRW",NA,"WHI",0,"Sun","Y","East Industrial","BEACON HILL-CYRVILLE","Sector 33","10/2/2022 4:00:00 AM","10/2/2022 4:00:00 AM",2022,374254.120876759,5030807.25955601
"3702",38018,2007,"FRHT","CON","TRACT","WHI",0,"Fri","Y","East Industrial","ALTA VISTA","Sector 33","10/30/2022 4:00:00 AM","10/28/2022 4:00:00 AM",2022,373314.921006012,5030269.5536954
"3703",38019,2020,"BMW",NA,NA,"BLK",0,"Sat","Y","East Industrial","BEACON HILL-CYRVILLE","Sector 33","7/9/2022 4:00:00 AM","7/9/2022 4:00:00 AM",2022,374827.562090581,5031174.46943552
